ID_Vehicle,type,capacity,capacity_unit,consumption_rate,consumption_rate_unit,charge_efficiency,charge_power_max,charge_power_max_unit,discharge_efficiency,discharge_power_max,discharge_power_max_unit,charge_bidirectional,id_parking_at_home_profile,id_distance_profile
20092705831,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20092705831,20092705831
20103303371,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,20103303371,20103303371
20031703493,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20031703493,20031703493
20031901502,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20031901502,20031901502
20021713151,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,20021713151,20021713151
20001100391,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20001100391,20001100391
20042100852,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20042100852,20042100852
20072707151,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20072707151,20072707151
199655191,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199655191,199655191
199763891,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199763891,199763891
20062103851,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20062103851,20062103851
20015103732,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20015103732,20015103732
20082700541,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,20082700541,20082700541
199854131,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199854131,199854131
20011302331,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20011302331,20011302331
20021717691,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,20021717691,20021717691
20035901211,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20035901211,20035901211
20082906861,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20082906861,20082906861
20011531051,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20011531051,20011531051
20092901531,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,20092901531,20092901531
20015100851,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20015100851,20015100851
20072703112,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20072703112,20072703112
20082701682,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20082701682,20082701682
20082508371,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20082508371,20082508371
20005300152,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20005300152,20005300152
20093103541,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20093103541,20093103541
20011524411,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20011524411,20011524411
20052102432,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20052102432,20052102432
20035706292,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20035706292,20035706292
199534301,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,199534301,199534301
20015502951,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20015502951,20015502951
199756331,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,199756331,199756331
20021725891,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20021725891,20021725891
20106900221,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20106900221,20106900221
20021510292,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20021510292,20021510292
20025502953,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20025502953,20025502953
19995101491,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,19995101491,19995101491
20072704011,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20072704011,20072704011
20103102551,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20103102551,20103102551
20103306081,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20103306081,20103306081
199410641,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199410641,199410641
20092909531,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20092909531,20092909531
20062506511,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20062506511,20062506511
20052104472,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20052104472,20052104472
20052106011,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20052106011,20052106011
199761751,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,199761751,199761751
20103307471,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20103307471,20103307471
20015300471,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20015300471,20015300471
20082701001,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20082701001,20082701001
199856311,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199856311,199856311
20062304872,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20062304872,20062304872
20001102613,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,20001102613,20001102613
19941761,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,19941761,19941761
20082707612,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20082707612,20082707612
20046101431,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20046101431,20046101431
199653751,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199653751,199653751
20052307151,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20052307151,20052307151
19995102831,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,19995102831,19995102831
199870471,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199870471,199870471
20102909001,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,20102909001,20102909001
20015500772,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20015500772,20015500772
20082500441,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20082500441,20082500441
20107301692,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20107301692,20107301692
20102908761,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20102908761,20102908761
20035502991,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20035502991,20035502991
199850652,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199850652,199850652
20045905241,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20045905241,20045905241
199971431,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199971431,199971431
199655851,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199655851,199655851
199962912,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,199962912,199962912
20062106311,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20062106311,20062106311
20082707141,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,20082707141,20082707141
20107300121,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20107300121,20107300121
20025507051,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20025507051,20025507051
199765411,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,199765411,199765411
20001301251,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20001301251,20001301251
20082906611,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,20082906611,20082906611
20021533251,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20021533251,20021533251
20011511011,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20011511011,20011511011
199751411,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199751411,199751411
20031531051,electricity,100000,Wh,203,Wh/km,0.95,6130,W,0.9,6130,W,0,20031531051,20031531051
20056300151,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20056300151,20056300151
20052101831,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20052101831,20052101831
20062505172,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20062505172,20062505172
20062304341,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20062304341,20062304341
20021537591,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20021537591,20021537591
200070091,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,200070091,200070091
20082904531,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20082904531,20082904531
19995100311,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,19995100311,19995100311
20082905541,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20082905541,20082905541
20103101631,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20103101631,20103101631
19941851,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,19941851,19941851
19995102891,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,19995102891,19995102891
20062305791,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20062305791,20062305791
20096901392,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20096901392,20096901392
199860371,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199860371,199860371
19991104951,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,19991104951,19991104951
20015301171,electricity,38000,Wh,153,Wh/km,0.95,6130,W,0.9,6130,W,0,20015301171,20015301171
199656712,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,199656712,199656712
20066101431,electricity,69000,Wh,188,Wh/km,0.95,6130,W,0.9,6130,W,0,20066101431,20066101431
