index;name;construction_period_start;construction_period_end;building_categories_index;building_life_time_index;number_of_dwellings_per_building;number_of_persons_per_dwelling;length_of_building;width_of_building;number_of_floors;room_height;building_geometry_special_index;percentage_of_building_surface_attached_length;percentage_of_building_surface_attached_width;share_of_window_area_on_gross_surface_area;share_of_windows_oriented_to_south;share_of_windows_oriented_to_north;gebaudebauweise_fbw;horizontal_shading_building;renovation_facade_year_start;renovation_facade_year_end;f_x3_facade;f_x2_facade;f_x1_facade;f_x0_facade;renovation_windows_year_start;renovation_windows_year_end;f_x3_windows;f_x2_windows;f_x1_windows;f_x0_windows;envelope_quality_def_index;mech_ventilation_system_index;user_profiles_index;climate_region_index;agent_mixes_index;bc_specific_userfactor;INPUT_DATA_STOP;grossfloor_area;heated_area;total_vertical_surface_area;aewd;areafloor;areawindows;areadoors;area_suitable_solar;grossvolume;heatedvolume;heated_norm_volume;characteristic_length;A_V_ratio;LEK;hwb;hwb_norm;hlpb;orig_hlpb;hlpb_dhw;t_indoor_eff_factor;effective_indoor_temp_jan;prev_index;last_action;last_action_year;mean_construction_period;uedh_sh_norm;uedh_sh_effective;uedh_sh_original;ued_dhw;climate_change_factor1;uedh_sh_climate1;climate_change_factor1a;uedh_sh_climate1a;climate_change_factor1b;uedh_sh_climate1b;climate_change_factor2;uedh_sh_climate2;ued_cool;ued_cool_climate1;ued_cool_climate1a;ued_cool_climate1b;ued_cool_climate2;ued_cool_no_int_gains;uedh_sh_savings_mech_vent;effective_heating_hours;effective_operation_hours_solar;boiler_operation_hours_dhw;distribution_operation_hours_dhw;rand_number_1;rand_number_2;rand_number_3;u_value_ceiling;u_value_exterior_walls;u_value_windows1;u_value_windows2;u_value_roof;u_value_zangendecke;u_value_floor;seam_loss_windows;n_50;envelope_quality_add_data_idx;add_building_life_time;facade_life_time_factor;windows_life_time_factor;envelope_lifetime_index;trans_loss_walls;trans_loss_ceil;trans_loss_wind;trans_loss_doors;trans_loss_floor;trans_loss_therm_bridge;trans_loss_ventilation;total_heat_losses;uedh_sh_effective_gains;uedh_sh_effective_gains_solar;uedh_sh_effective_gains_lighting;uedh_sh_effective_gains_internal_other;uedh_sh_effective_gains_internal_people;uedh_sh_norm_gains_solar_transparent;ued_cool_gains_solar_transparent;ued_cool_gains_solar_opaque;ued_cool_gains_lighting;ued_cool_gains_internal_other;ued_cool_gains_internal_people;internal_cool_gains_lighting;internal_gains_lighting;internal_cool_gains_other_appliances;internal_gains_other_appliances;internal_cool_gains_people;internal_gains_people;uedh_sh_effective_losses_before_gains;estimated_electricity_internal_gains;estimated_electricity_not_internal_gains;uedh_sh_effective_jan;uedh_sh_effective_feb;uedh_sh_effective_mar;uedh_sh_effective_apr;uedh_sh_effective_may;uedh_sh_effective_jun;uedh_sh_effective_jul;uedh_sh_effective_aug;uedh_sh_effective_sep;uedh_sh_effective_oct;uedh_sh_effective_nov;uedh_sh_effective_dec;uedh_sh_effective_gains_solar_jan;uedh_sh_effective_gains_solar_feb;uedh_sh_effective_gains_solar_mar;uedh_sh_effective_gains_solar_apr;uedh_sh_effective_gains_solar_may;uedh_sh_effective_gains_solar_jun;uedh_sh_effective_gains_solar_jul;uedh_sh_effective_gains_solar_aug;uedh_sh_effective_gains_solar_sep;uedh_sh_effective_gains_solar_oct;uedh_sh_effective_gains_solar_nov;uedh_sh_effective_gains_solar_dec;annual_mech_vent_volume_heat_recovery_mode;annual_mech_vent_volume_non_heat_recovery_mode;ued_cooling_jan;ued_cooling_feb;ued_cooling_mar;ued_cooling_apr;ued_cooling_may;ued_cooling_jun;ued_cooling_jul;ued_cooling_aug;ued_cooling_sep;ued_cooling_oct;ued_cooling_nov;ued_cooling_dec;renovation_inv_costs;of_which_maintenance_inv_costs_part;target_hwb;target_hwb_asterix;hwb_lc_factor;target_hwb_u_value_adoption_factor;hwb_original_u_values_using_days;hwb_using_days;average_effective_area_wind_west_east_red_cool;average_effective_area_wind_south_red_cool;average_effective_area_wind_north_red_cool;spec_int_gains_cool_watt;immissionFlaeche_sommer_nachweis_B8110_3;immissionsflaechenbezogenerLuftwechsel_sommer_nachweis_B8110_3;erforderliche_speicherwirksameMasse_sommer_nachweis_B8110_3;immissionsflaechenbezogene_speicherwirksameMasse_sommer_nachweis_B8110_3;heatstoragemass_ratio_sommer_nachweis_B8110_3;start_refurb_obligation_year;is_unrefurbished;deep_refurb_level;delta_hwb_refurb;average_hwb_unrefurbished_simulation_start;average_hwb_unrefurbished_current_period;hwb_ref_climate_zone;is_unrefurbished_age_not_considered;cum_inv_env_exist_build;cum_sub_env_exist_build
208;Off_la_CD_1945-1970_ren_1952-1970_clr_11;1945;1970;13;1;5.800000191;3;57.52799988;8.819999695;5;3.299999952;1;0;0;0.170000002;0.300000012;0.200000003;30;0.75;1952;1970;3.80E-05;-0.000148234;0.001117441;0.000504171;1952;1970;3.80E-05;-0.000148234;0.001117441;0.000504171;210;1;5;1;13;0;0;2536.984619;2029.587769;2388.528076;1982.478271;507.3969421;406.0497742;0;202.958786;9133.144531;6697.639648;5276.928223;2.683596849;0.372634202;80.77222443;166.9854431;166.9854431;192.5887451;192.5887451;21.86898232;1;20;208;no action;0;0;423639.5;423639.5;423639.5;5971.427734;0.879304588;381572.875;0.958808482;408974.4688;0.918616891;394979.4375;1.034867525;436323.0938;55378.41797;70679.78906;60153.98828;65249.66016;55177.89453;27084.3457;0;2199.710449;1129.800049;546.109314;3228;0.771193624;0.352654427;0.095067084;0.783249855;1.272781014;2.447655916;0;50;0;1.56649971;3.700000048;1.600000024;1;0;1;1;1;2523.260742;397.4185791;993.8701172;0;556.3859863;447.0935669;917.9932861;5836.022461;150984.2813;67995.10938;26337.16797;53653.0625;0;155548.4375;23997.44531;2785.1875;9436.854492;19158.92969;0;65515.08984;32757.54492;133343.9219;66671.96094;0;0;574623.8125;149144.2656;0;83406.875;66648.53906;54173.03906;29462.50586;8837.460938;1562.396851;34.79706573;166.8119507;9395.334961;32114.5625;58244.80078;79592.39063;2625.994629;4001.298096;5952.337891;7274.487305;8288.47168;8284.799805;8435.975586;7656.641602;6124.614258;4663.663574;2607.538818;2079.282715;0;0;186.1938477;315.2390747;800.3388672;2132.952637;6375.105957;11475.75391;15257.54785;12266.10645;4687.200684;1360.53125;342.2240295;179.2239532;0;0;172.01474;0;0;0.999903321;175.9286194;172.0337524;87.74329376;52.64597702;35.09731674;17.5;145.5673218;115.0264969;2000;3560.57959;1.780289769;0;1;26.88107491;0;165.7364502;165.7364502;167.0024109;1;0;0
209;Off_la_CD_gen2_1945-1970_ren_1971-1994_clr_11;1945;1970;13;1;5.800000191;3;57.52799988;8.819999695;5;3.299999952;1;0;0;0.170000002;0.300000012;0.200000003;30;0.75;1971;1994;-9.99E-06;0.00034708;0.00049177;0.005190048;1971;1994;-9.99E-06;0.00034708;0.00049177;0.005190048;211;1;5;1;13;0;0;2536.984619;2029.587769;2388.528076;1982.478271;507.3969421;406.0497742;0;202.958786;9133.144531;6697.639648;5276.928223;2.683596849;0.372634202;80.79328156;166.9811249;166.9811249;192.6310577;192.6310577;21.86898232;1;20;209;no action;0;0;423628.5625;423628.5625;423628.5625;5971.427734;0.879304588;381794.2188;0.958808482;409046.2188;0.918616891;395128.375;1.034867525;436239;55864.34766;71161.27344;60643.09375;65737.45313;55685.66406;27586.47266;0;2199.17041;1129.800049;546.109314;3228;0.824875534;0.048498128;0.602677643;0.82760787;1.3448627;1.965568662;0;50;0;1.65521574;3.700000048;1.600000024;1;0;1;1;1;2666.161133;419.9256897;798.1187134;0;587.8959961;447.2101746;917.9932861;5837.304688;151116.1875;67974.50781;26331.77539;53642.08594;0;155383.5;24137.76563;2960.486084;9493.03418;19273.06445;0;65515.08984;32757.54492;133343.9219;66671.96094;0;0;574744.6875;149144.2656;0;83418.20313;66651.95313;54168.29688;29450.27148;8826.825195;1559.367798;34.7137413;166.4532928;9387.204102;32109.76953;58250.88672;79604.60938;2625.198975;4000.085693;5950.534668;7272.283203;8285.960938;8282.290039;8433.418945;7654.321777;6122.758789;4662.250488;2606.748779;2078.652832;0;0;188.2045746;318.8232117;808.4896851;2155.622803;6438.501953;11578.23535;15368.28027;12364.49316;4739.55127;1376.467773;346.4154358;181.2621765;0;0;172.01474;0;0;1.000157714;165.9185486;171.9837189;87.74329376;52.64597702;35.09731674;17.5;145.5673218;115.0264969;2000;3560.57959;1.780289769;0;0.429541588;26.88107491;0;165.7364502;165.7364502;166.953476;1;0;0
210;Off_la_CD_gen3_1945-1970_ren_1995-2004_clr_11;1945;1970;13;1;5.800000191;3;57.52799988;8.819999695;5;3.299999952;1;0;0;0.170000002;0.300000012;0.200000003;30;0.75;1995;2004;8.57E-06;-0.000273168;0.000508278;0.103761837;1995;2004;8.57E-06;-0.000273168;0.000508278;0.103761837;212;1;5;1;13;0;0;2536.984619;2029.587769;2388.528076;1982.478271;507.3969421;406.0497742;0;202.958786;9133.144531;6697.639648;5276.928223;2.683596849;0.372634202;80.70631409;166.9810638;166.9810638;192.4563141;192.4563141;21.86898232;1;20;210;no action;0;0;423628.4063;423628.4063;423628.4063;5971.427734;0.879304588;382073.25;0.958808482;409145.1875;0.918616891;395320.1875;1.034867525;436151.5;55482;70634.10938;60213.37891;65259.29297;55288.19922;27064.61523;0;2201.166504;1129.800049;546.109314;3228;0.704950988;0.428727388;0.6403898;0.660349846;1.430757761;1.650874376;0;50;0;1.760932803;3.700000048;1.600000024;1;0;1;1;1;2836.446289;335.0594788;670.3371582;0;625.4443359;446.7287292;917.9932861;5832.009277;150616.9375;68051.45313;26351.92969;53683.07422;0;155991.3906;23972.10352;2932.095215;9430.916016;19146.88672;0;65515.08984;32757.54492;133343.9219;66671.96094;0;0;574245.3125;149144.2656;0;83368.25;66633.05469;54180.84375;29492.89844;8865.339844;1570.366821;35.00899506;167.7397308;9416.272461;32124.3125;58222.66016;79551.65625;2628.170654;4004.61377;5957.270508;7280.515137;8295.339844;8291.665039;8442.96582;7662.986328;6129.689453;4667.527832;2609.699463;2081.005859;0;0;190.1913605;320.895874;809.3872681;2144.743652;6378.256348;11468.66406;15280.1543;12288.70898;4697.402344;1372.140869;348.2931213;183.1611633;0;0;172.01474;0;0;1.000437021;155.3373413;171.9289093;87.74329376;52.64597702;35.09731674;17.5;145.5673218;115.0264969;2000;3560.57959;1.780289769;0;0;26.88107491;0;165.7364502;165.7364502;166.9044495;1;0;0
211;Off_la_CD_gen4_1945-1970_ren_2005-2011_clr_11;1945;1970;13;1;5.800000191;3;57.52799988;8.819999695;5;3.299999952;1;0;0;0.170000002;0.300000012;0.200000003;30;0.75;2005;2011;9.88E-06;5.25E-05;-0.004013513;0.153592557;2005;2011;9.88E-06;5.25E-05;-0.004013513;0.153592557;213;1;5;1;13;0;0;2536.984619;2029.587769;2388.528076;1982.478271;507.3969421;406.0497742;0;202.958786;9133.144531;6697.639648;5276.928223;2.683596849;0.372634202;45.14496613;90.80628967;90.80628967;121.0031815;121.0031815;21.86898232;1;20;211;no action;0;0;230374.1563;230374.1563;230374.1563;5971.427734;0.879304588;207207.6875;0.958808482;222306.7188;0.918616891;214597.0938;1.034867525;237336.7813;63641.71875;79776.92188;68791.48438;74169.82031;64512.8125;41999.11328;0;1903.868896;1129.800049;546.109314;3228;0.481908798;0.813478172;0.277309805;0.488734186;0.651645541;1.221835494;0;50;0;1.303291082;3.700000048;1.600000024;1;0;1;1;1;1291.873169;247.9822388;496.1260376;0;462.900116;249.8881683;917.9932861;3666.763184;139676.1875;62352.62109;24892.6582;50716.54297;0;82609.33594;28364.68164;1763.754883;11058.9082;22454.375;0;65515.08984;32757.54492;133343.9219;66671.96094;0;0;370050.375;149144.2656;0;49417.38281;38282.46484;29011.66016;12969.35156;1987.325439;140.2241516;0.614053071;5.473948002;2438.208008;15560.12109;33333.86719;47227.50781;2408.079834;3669.255371;5458.390625;6670.823242;7600.663574;7597.296387;7735.92627;7021.265137;5616.371094;4276.655273;2391.155518;1906.736084;0;0;117.9002151;229.3207092;714.5766602;2339.037109;7960.306152;14154.9707;16938.26563;13720.4873;5716.446777;1381.616821;255.7867279;113.0048218;0;0;92.62332153;0;0;0.997350097;115.1616058;92.91991425;87.74329376;52.64597702;35.09731674;17.5;145.5673218;115.0264969;2000;3560.57959;1.780289769;0;0;26.88107491;0;165.7364502;165.7364502;91.05633545;1;0;0
212;Off_la_E_1971-1980_ren_1971-1980_clr_11;1971;1980;13;1;5.800000191;3;57.52799988;8.819999695;5;2.900000095;1;0;0;0.170000002;0.300000012;0.200000003;30;0.75;1971;1980;-1.38E-05;0.000184663;0.008225169;0.060521454;1971;1980;-1.38E-05;0.000184663;0.008225169;0.060521454;214;2;5;1;13;0;0;2536.984619;2029.587769;2123.135986;1762.202881;507.3969421;360.933136;0;202.958786;8118.351074;5885.804688;5276.928223;2.58716774;0.386523068;89.00976563;147.1187897;147.1187897;176.3962402;176.3962402;21.86898232;1;20;212;no action;0;0;373238.125;373238.125;373238.125;5971.427734;0.879304588;335886.7813;0.958808482;360215.4375;0.918616891;347788.8438;1.034867525;384500.875;61827.45703;78061.60938;66914.05469;72321.17188;62121.44141;23345.5293;47215.125;2115.907715;1129.800049;546.109314;3228;0.542425692;0.228732869;0.074599184;0.890406132;1.446909904;2.448616743;0;50;0;1.391259551;2;1.600000024;1;0;1;1;1;2549.748779;451.7893372;883.7869263;0;494.1445923;437.946991;527.9241333;5345.34082;141983.625;59509.87891;26049.48242;53067.95313;0;126876.3672;24850.14063;3409.428223;11076.49805;22491.39063;0;65515.08984;32757.54492;133343.9219;66671.96094;0;0;515221.75;149144.2656;0;73909.67969;58981.16797;47727.41406;25705.94531;7545.813965;1319.810791;30.65338326;142.2657623;7988.648438;28005.33008;51390.31641;70491.08594;2298.291992;3501.968994;5209.535645;6366.691406;7254.13916;7250.92627;7383.234375;6701.154785;5360.313477;4081.67627;2282.13916;1819.805298;23032372;11035476;269.2489014;427.6194763;1022.935059;2565.547607;7302.013184;12781.73047;16166.8252;13219.43652;5578.313477;1747.816162;482.6044922;263.3640442;0;0;151.3056183;0;0;1.000363946;133.2498322;151.236618;77.99404144;46.79642487;31.19761658;17.5;129.3931732;113.7193832;2000;3520.118896;1.760059476;0;0.985815167;24.08750534;0;145.6471863;145.6471863;147.0565491;1;0;0
213;Off_la_E_gen2_1971-1980_ren_1981-1994_clr_11;1971;1980;13;1;5.800000191;3;57.52799988;8.819999695;5;2.900000095;1;0;0;0.170000002;0.300000012;0.200000003;30;0.75;1981;1994;3.69E-05;0.000546344;0.001981147;0.004744721;1981;1994;3.69E-05;0.000546344;0.001981147;0.004744721;215;2;5;1;13;0;0;2536.984619;2029.587769;2123.135986;1762.202881;507.3969421;360.933136;0;202.958786;8118.351074;5885.804688;5276.928223;2.58716774;0.386523068;89.02332306;147.1171265;147.1171265;176.4204559;176.4204559;21.86898232;1;20;213;no action;0;0;373233.9063;373233.9063;373233.9063;5971.427734;0.879304588;335984.9688;0.958808482;360247.625;0.918616891;347855.0938;1.034867525;384464.3438;62126.80078;78364.125;67216.91406;72625.16406;62433.84766;23595.98828;47212.4375;2115.593018;1129.800049;546.109314;3228;0.7356112;0.003434734;0.270826966;0.915741563;1.488080025;2.174886227;0;50;0;1.430846095;2;1.600000024;1;0;1;1;1;2622.298828;464.6444702;784.9885254;0;508.2048645;438.0136719;527.9241333;5346.074707;142057.0781;59498.625;26046.13867;53061.15625;0;126796.0234;24930.3457;3518.012695;11112.96191;22565.48242;0;65515.08984;32757.54492;133343.9219;66671.96094;0;0;515290.9688;149144.2656;0;73916.17969;58983.16406;47724.82422;25699.26758;7540.290527;1318.30481;30.61317062;142.0918732;7984.446777;28002.76172;51393.82813;70498.10156;2297.857422;3501.306641;5208.550293;6365.487793;7252.767578;7249.555176;7381.838379;6699.887695;5359.299805;4080.904297;2281.70752;1819.461182;23029878;11037970;270.8113403;430.2576599;1028.691162;2580.687744;7342.240234;12844.16504;16230.66211;13276.98633;5612.484375;1759.055908;485.7913208;264.9665222;0;0;151.3056183;0;0;1.000464559;128.850708;151.2175446;77.99404144;46.79642487;31.19761658;17.5;129.3931732;113.7193832;2000;3520.118896;1.760059476;0;0.036296237;24.08750534;0;145.6471863;145.6471863;147.037674;1;0;0
214;Off_la_E_gen3_1971-1980_ren_1995-2004_clr_11;1971;1980;13;1;5.800000191;3;57.52799988;8.819999695;5;2.900000095;1;0;0;0.170000002;0.300000012;0.200000003;30;0.75;1995;2004;-2.50E-05;0.000486225;0.008284678;0.053921714;1995;2004;-2.50E-05;0.000486225;0.008284678;0.053921714;216;2;5;1;13;0;0;2536.984619;2029.587769;2123.135986;1762.202881;507.3969421;360.933136;0;202.958786;8118.351074;5885.804688;5276.928223;2.58716774;0.386523068;88.9203186;147.1192169;147.1192169;176.236496;176.236496;21.86898232;1;20;214;no action;0;0;373239.1875;373239.1875;373239.1875;5971.427734;0.879304588;336241.875;0.958808482;360342.3438;0.918616891;348033.4375;1.034867525;384390.9063;61566.92188;77638.5625;66601.64844;71954.4375;61846.86328;23086.9668;47231.15625;2117.831299;1129.800049;546.109314;3228;0.202951938;0.728777885;0.931980371;0.733113766;1.588413119;1.832784414;0;50;0;1.527320385;2;1.600000024;1;0;1;1;1;2799.106201;371.9796753;661.5126343;0;542.4703369;437.506897;527.9241333;5340.5;141526.0781;59579.38281;26070.11719;53109.90625;0;127368.5234;24709.02148;3467.589355;11017.91992;22372.38867;0;65515.08984;32757.54492;133343.9219;66671.96094;0;0;514765.25;149144.2656;0;73864.79688;58965.01563;47740.1875;25745.27539;7579.26416;1328.9646;30.90299034;143.3174438;8013.818359;28019.10547;51365.20703;70443.29688;2300.976318;3506.059082;5215.620117;6374.127441;7262.611816;7259.39502;7391.857422;6708.981445;5366.57373;4086.443359;2284.804688;1821.930664;23047688;11020160;272.8667297;431.8052979;1026.793091;2559.692627;7252.091797;12691.98926;16113.05273;13173.07031;5544.496094;1747.373779;486.7767029;266.9127502;0;0;151.3056183;0;0;1.000669956;119.109169;151.1787567;77.99404144;46.79642487;31.19761658;17.5;129.3931732;113.7193832;2000;3520.118896;1.760059476;0;0;24.08750534;0;145.6471863;145.6471863;147.0046234;1;0;0
215;Off_la_E_gen4_1971-1980_ren_2005-2011_clr_11;1971;1980;13;1;5.800000191;3;57.52799988;8.819999695;5;2.900000095;1;0;0;0.170000002;0.300000012;0.200000003;30;0.75;2005;2011;-2.61E-05;-0.000301606;0.007960689;0.124540411;2005;2011;-2.61E-05;-0.000301606;0.007960689;0.124540411;217;2;5;1;13;0;0;2536.984619;2029.587769;2123.135986;1762.202881;507.3969421;360.933136;0;202.958786;8118.351074;5885.804688;5276.928223;2.58716774;0.386523068;53.54307556;80.05791473;80.05791473;113.0514145;113.0514145;21.86898232;1;20;215;no action;0;0;203105.7031;203105.7031;203105.7031;5971.427734;0.879304588;182565.6875;0.958808482;195954.375;0.918616891;189118.8438;1.034867525;209276.7344;70651.89844;87645.70313;76088.14844;81752.77344;72039.96094;33093.33594;45288.60938;1796.578369;1129.800049;546.109314;3228;0.173492014;0.911586821;0.682505488;0.541820645;0.788102746;1.477692604;0;50;0;1.231410503;2;1.600000024;1;0;1;1;1;1388.796875;274.9181519;533.3482056;0;437.369751;263.4433289;527.9241333;3425.800537;131092.5469;54505.4375;24599.08008;50119.22266;0;67444.98438;29224.20117;2238.477539;12930.50293;26258.71875;0;65515.08984;32757.54492;133343.9219;66671.96094;0;0;334198.3125;149144.2656;0;43847.92188;33905.94531;25514.55078;11250.47852;1720.432617;128.669342;0.681979299;5.540243626;2067.114746;13437.48047;29363.57031;41863.32813;2105.018799;3207.473389;4771.443359;5831.289063;6644.107422;6641.164551;6762.34668;6137.625977;4909.541504;3738.43042;2090.224365;1666.77002;21027968;13039880;196.0924377;345.5245667;974.5115967;2875.897705;9034.400391;15499.96875;17791.97461;14668.39844;6808.037109;1862.001099;403.2664795;191.8244781;0;0;81.47225189;0;0;0.999848127;83.02436066;81.48970032;77.99404144;46.79642487;31.19761658;17.5;129.3931732;113.7193832;2000;3520.118896;1.760059476;0;0;24.08750534;0;145.6471863;145.6471863;80.07292175;1;0;0
216;Off_la_F_1981-1990_ren_1981-1990_clr_11;1981;1990;13;1;5.800000191;3;57.52799988;8.819999695;5;2.900000095;1;0;0;0.170000002;0.300000012;0.200000003;30;0.75;1981;1990;2.13E-06;-0.00017195;0.004473071;0.084340267;1981;1990;2.13E-06;-0.00017195;0.004473071;0.084340267;218;2;5;1;13;0;0;2536.984619;2029.587769;2123.135986;1762.202881;507.3969421;360.933136;0;202.958786;8118.351074;5885.804688;5276.928223;2.58716774;0.386523068;65.55270386;102.4471436;102.4471436;134.5010681;134.5010681;21.86898232;1;20;216;no action;0;0;259906.8281;259906.8281;259906.8281;5971.427734;0.879304588;233143.7813;0.958808482;250578.8125;0.918616891;241672.3125;1.034867525;267964.8125;67027.22656;84124.78906;72447.10938;78145.07031;67922.28906;28816.30469;46167.73438;1932.377441;1129.800049;546.109314;3228;0.641847134;0.480441719;0.900119126;0.655754209;1.065600634;1.803323984;0;50;0;1.024615884;2;1.600000024;1;0;1;1;1;1877.804565;332.7276917;650.8793945;0;363.9208679;322.5332642;527.9241333;4075.789795;135589.1094;56631.28125;25221.64844;51385.20313;0;87277.82031;27417.59961;2757.123779;12159.86523;24692.64258;0;65515.08984;32757.54492;133343.9219;66671.96094;0;0;395495.9375;149144.2656;0;54027.91797;42397.46094;33031.99609;16083.83398;3397.125488;375.2089233;3.783037663;24.11906242;3839.320557;18346.1582;36822.3125;51557.59375;2187.119629;3332.57251;4957.541016;6058.723633;6903.243652;6900.186035;7026.094238;6377.008301;5101.025391;3884.238281;2171.748047;1731.778076;21766820;12301028;222.2922516;375.1198425;988.1867676;2731.862061;8292.236328;14412.69434;17168.93164;14104.31445;6277.264648;1805.038696;431.8225098;217.4674683;0;0;104.7500458;0;0;0.998755157;133.2498322;104.9247818;77.99404144;46.79642487;31.19761658;17.5;129.3931732;113.7193832;2000;3520.118896;1.760059476;0;0.050814722;24.08750534;0;145.6471863;145.6471863;102.6008759;1;0;0
217;Off_la_F_gen2_1981-1990_ren_1991-2004_clr_11;1981;1990;13;1;5.800000191;3;57.52799988;8.819999695;5;2.900000095;1;0;0;0.170000002;0.300000012;0.200000003;30;0.75;1991;2004;2.98E-05;0.000551812;0.002404405;0.005896825;1991;2004;2.98E-05;0.000551812;0.002404405;0.005896825;219;2;5;1;13;0;0;2536.984619;2029.587769;2123.135986;1762.202881;507.3969421;360.933136;0;202.958786;8118.351074;5885.804688;5276.928223;2.58716774;0.386523068;65.57357788;102.4416275;102.4416275;134.5383453;134.5383453;21.86898232;1;20;217;no action;0;0;259892.8281;259892.8281;259892.8281;5971.427734;0.879304588;233300.3906;0.958808482;250625.5625;0.918616891;241775.8438;1.034867525;267897.1875;67669.91406;84758.60938;73092.14063;78787.23438;68595.375;29420.68164;46161.48438;1931.738037;1129.800049;546.109314;3228;0.747480989;0.476071507;0.124377362;0.700972378;1.139080048;1.314323068;0;50;0;1.095269322;2;1.600000024;1;0;1;1;1;2007.290161;355.6712341;474.3827515;0;389.0154114;322.6359558;527.9241333;4076.919678;135709.6719;56610.03906;25215.27148;51372.23438;0;87176.13281;27599.75977;2967.308594;12242.42969;24860.41797;0;65515.08984;32757.54492;133343.9219;66671.96094;0;0;395602.5313;149144.2656;0;54036.70313;42398.66406;33025.35938;16071.50684;3390.394043;374.1925049;3.773075342;24.05747604;3833.758057;18340.5;36826.50781;51567.41797;2186.299316;3331.32251;4955.681641;6056.450684;6900.654297;6897.597656;7023.458984;6374.616211;5099.112305;3882.78125;2170.933594;1731.12854;21762964;12304884;224.7710266;379.7104187;999.6473999;2765.817383;8385.767578;14549.05078;17299.02734;14223.29004;6355.989746;1829.289307;437.5357971;220.0193176;0;0;104.7500458;0;0;0.999153078;123.0001297;104.8689194;77.99404144;46.79642487;31.19761658;17.5;129.3931732;113.7193832;2000;3520.118896;1.760059476;0;0;24.08750534;0;145.6471863;145.6471863;102.5461349;1;0;0
218;Off_la_F_gen3_1981-1990_ren_2005-2011_clr_11;1981;1990;13;1;5.800000191;3;57.52799988;8.819999695;5;2.900000095;1;0;0;0.170000002;0.300000012;0.200000003;30;0.75;2005;2011;-2.90E-05;0.000685919;0.014090124;0.093496673;2005;2011;-2.90E-05;0.000685919;0.014090124;0.093496673;220;2;5;1;13;0;0;2536.984619;2029.587769;2123.135986;1762.202881;507.3969421;360.933136;0;202.958786;8118.351074;5885.804688;5276.928223;2.58716774;0.386523068;45.39371109;65.14768982;65.14768982;98.49635315;98.49635315;21.86898232;1;20;218;no action;0;0;165278.6875;165278.6875;165278.6875;5971.427734;0.879304588;148076.9375;0.958808482;159293.7188;0.918616891;153569.4219;1.034867525;170441.0781;74467.70313;91898.63281;80075.76563;85886.82031;76103.17969;37732.24219;44458.29688;1678.018311;1129.800049;546.109314;3228;0.138193816;0.520388722;0.889647007;0.496404707;0.661872923;1.241011739;0;50;0;1.03417635;2;1.600000024;1;0;1;1;1;1166.35437;251.8742371;447.9222717;0;367.3165283;223.3467255;527.9241333;2984.738037;127324.9219;52638.65234;24043.70117;48989.65234;0;54254.88281;30956.88086;2043.229614;13681.86523;27785.73047;0;65515.08984;32757.54492;133343.9219;66671.96094;0;0;292603.625;149144.2656;0;36934.08203;28135.21484;20409.24805;8054.12207;870.9301758;45.20999146;0.134584486;1.359248996;1113.641968;10137.15723;24297.19727;35280.38672;2032.922974;3097.618896;4608.023926;5631.570313;6416.550293;6413.708008;6530.739258;5927.415527;4741.39209;3610.391113;2018.635132;1609.68396;20537948;13529900;180.6965942;330.5270691;985.329895;3063.084229;9801.480469;16523.27539;18426.33594;15254.76172;7379.692383;1955.030884;390.6197205;176.8727264;0;0;65.95372772;0;0;0.997355163;83.97260284;66.21260834;77.99404144;46.79642487;31.19761658;17.5;129.3931732;113.7193832;2000;3520.118896;1.760059476;0;0;24.08750534;0;145.6471863;145.6471863;65.36502838;1;0;0
