bc_index;building_categories_index;climate_region_index;Af;gebaudebauweise_fbw;Hop;Htr_w;Hve;CM_factor;Am_factor;Tset;average_effective_area_wind_west_east_red_cool;average_effective_area_wind_south_red_cool;average_effective_area_wind_north_red_cool;spec_int_gains_cool_watt;hwb_norm;user_profile
259;5;1;369.127;30;366.44;529.779;104.419;213505.516;3;20;50.51;17.339;7.539;3;163.65;4
260;5;1;351.196;30;267.339;287.047;99.346;213505.516;3;20;20.82;12.054;3.653;3;113.377;4
261;5;1;408.553;30;250.648;372.795;115.571;213505.516;3;20;29.238;18.606;5.316;3;101.781;4
262;5;1;379.648;30;169.547;359.478;107.395;213505.516;3;20;36.131;10.996;5.236;3;91.339;4
263;5;1;380.643;30;102.887;203.291;107.676;213505.516;3;20;30.805;11.848;4.739;3;46.041;4
264;5;1;402.311;20;104.194;194.69;113.806;148226.875;2.667;20;25.339;15.385;4.525;3;44.273;4
265;5;1;348.114;20;94.529;176.919;98.475;148226.875;2.667;20;23.029;13.982;4.112;3;46.192;4
266;5;1;395.997;20;103.993;191.263;112.02;148226.875;2.667;20;24.871;15.1;4.441;3;44.529;4
267;5;1;316.493;20;90.045;163.99;89.53;148226.875;2.667;20;21.312;12.94;3.806;3;47.609;4
268;5;1;531.064;20;172.667;189.727;150.227;148226.875;2.667;20;23.715;14.399;4.235;3;45.197;4
269;6;1;674.343;60;836.768;488.06;190.758;398415.375;3.5;20;36.474;19.164;6.182;3;147.266;4
270;6;1;681.008;50;775.922;608.935;192.643;338121.656;3.5;20;38.77;14.911;5.965;3;156.376;4
271;6;1;622.298;30;519.356;613.96;176.036;213505.516;3;20;44.163;26.813;7.886;3;127.949;4
272;6;1;647.11;30;488.324;831.794;183.055;213505.516;3;20;80.196;27.53;11.97;3;135.073;4
273;6;1;671.68;30;355.784;497.002;190.005;213505.516;3;20;36.905;21.366;6.475;3;88.915;4
274;6;1;716.672;30;385.082;757.222;202.732;213505.516;3;20;60.431;38.456;10.987;3;102.527;4
275;6;1;721.126;30;281.525;618.674;203.992;213505.516;3;20;62.291;18.958;9.028;3;82.01;4
276;6;1;779.199;30;181.917;320.325;220.42;213505.516;3;20;48.224;18.548;7.419;3;39.056;4
277;6;1;668.798;20;161.923;267.555;189.19;148226.875;2.667;20;34.565;20.986;6.172;3;39.887;4
278;7;1;1528.129;60;1506.975;859.052;432.277;398415.375;3.5;20;63.891;33.57;10.829;3;117.441;4
279;7;1;1599.172;50;1674.984;1098.659;452.374;338121.656;3.5;20;67.943;26.132;10.453;3;136.909;4
280;7;1;1238.428;30;1121.747;951.772;350.327;213505.516;3;20;65.974;40.056;11.781;3;123.439;4
281;7;1;1812.347;30;1309.312;1619.097;512.677;213505.516;3;20;152.428;52.326;22.75;3;111.957;4
282;7;1;2267.472;30;891.928;1227.348;641.423;213505.516;3;20;91.031;52.702;15.97;3;66.982;4
283;7;1;1740.503;30;751.214;1418.186;492.353;213505.516;3;20;112.927;71.863;20.532;3;81.431;4
284;7;1;2714.453;30;847.734;1447.025;767.865;213505.516;3;20;143.696;43.734;20.826;3;58.905;4
285;7;1;2538.368;30;546.643;691.375;718.054;213505.516;3;20;101.627;39.087;15.635;3;34.309;4
286;29;1;226.154;30;193.112;294.381;86.868;213505.516;3;20;25.216;13.509;6.304;6;150.295;16
287;29;1;226.154;30;95.37;291.179;125.845;213505.516;3;20;25.216;13.509;6.304;6;129.201;16
288;29;1;226.154;25;48.022;188.176;62.978;181194.891;2.833;20;25.216;13.509;6.304;6;53.89;16
289;28;1;301.028;15;990.695;305.861;167.51;114414.766;2.5;20;18.957;10.156;4.739;6;153.196;3
290;13;1;159.279;30;147.384;245.584;61.18;213505.516;3;20;21.162;11.337;5.29;6;168.538;16
291;13;1;159.279;30;73.75;243.735;88.632;213505.516;3;20;21.162;11.337;5.29;6;145.153;16
292;13;1;159.279;25;36.655;157.557;44.355;181194.891;2.833;20;21.162;11.337;5.29;6;61.578;16
293;10;1;159.279;30;147.384;245.584;61.18;213505.516;3;20;21.162;11.337;5.29;6;168.538;16
294;10;1;159.279;30;73.75;243.735;88.632;213505.516;3;20;21.162;11.337;5.29;6;145.153;16
295;10;1;159.279;25;36.655;157.557;44.355;181194.891;2.833;20;21.162;11.337;5.29;6;61.578;16
296;14;1;356.776;30;521.379;594.524;170.307;213505.516;3;20;41.15;22.045;10.288;6;242.893;5
297;14;1;356.776;30;299.627;458.053;165.403;213505.516;3;20;41.15;22.045;10.288;6;157.999;5
298;14;1;356.776;25;148.097;257.948;83.661;181194.891;2.833;20;41.15;22.045;10.288;6;57.487;5
299;11;1;356.776;30;521.379;594.524;170.307;213505.516;3;20;41.15;22.045;10.288;6;242.893;5
300;11;1;356.776;30;299.627;458.053;165.403;213505.516;3;20;41.15;22.045;10.288;6;157.999;5
301;11;1;356.776;25;148.097;257.948;83.661;181194.891;2.833;20;41.15;22.045;10.288;6;57.487;5
302;39;1;217.746;30;187.485;288.657;83.638;213505.516;3;20;24.743;13.255;6.186;6;152.105;16
303;39;1;217.746;30;92.723;285.629;121.167;213505.516;3;20;24.743;13.255;6.186;6;130.782;16
304;39;1;217.746;25;46.623;184.595;60.637;181194.891;2.833;20;24.743;13.255;6.186;6;54.649;16
305;38;1;428.065;15;1311.938;455.917;164.423;114414.766;2.5;20;29.769;15.948;7.442;6;138.272;3
306;29;1;396.033;30;302.097;394.215;152.12;213505.516;3;20;33.369;17.876;8.342;6;127.427;16
307;29;1;396.033;30;146.142;387.315;220.376;213505.516;3;20;33.369;17.876;8.342;6;109.256;16
308;29;1;396.033;25;75.108;250.172;110.285;181194.891;2.833;20;33.369;17.876;8.342;6;44.38;16
309;28;1;481.662;15;1408.819;485.334;185.01;114414.766;2.5;20;31.577;16.917;7.894;6;131.84;3
310;16;1;129.692;30;126.242;220.928;49.816;213505.516;3;20;19.096;10.23;4.774;6;180.94;16
311;16;1;129.692;30;63.657;219.646;72.168;213505.516;3;20;19.096;10.23;4.774;6;156.014;16
312;16;1;129.692;25;31.399;142.004;36.116;181194.891;2.833;20;19.096;10.23;4.774;6;66.848;16
313;17;1;512.694;30;771.743;366.157;480.549;213505.516;3;20;21.925;11.745;5.481;6;244.585;15
314;17;1;512.694;30;419.926;270.079;463.23;213505.516;3;20;21.925;11.745;5.481;6;164.259;15
315;17;1;512.694;25;233.67;152.911;227.058;181194.891;2.833;20;21.925;11.745;5.481;6;67.508;15
316;18;1;813.926;15;1732.197;425.155;452.916;114414.766;2.5;20;23.096;12.373;5.774;6;100.27;17
317;24;1;4542.735;30;6786.813;2010.52;6425.244;213505.516;3;20;101.045;54.131;25.261;9;303.516;8
318;24;1;4542.735;30;3854.233;1436.606;6232.487;213505.516;3;20;101.045;54.131;25.261;9;214.877;8
319;24;1;4542.735;25;1956.012;792.632;3019.865;181194.891;2.833;20;101.045;54.131;25.261;9;79.052;8
320;25;1;4542.735;30;6786.813;2010.52;6425.244;213505.516;3;20;101.045;54.131;25.261;9;303.516;8
321;25;1;4542.735;30;3854.233;1436.606;6232.487;213505.516;3;20;101.045;54.131;25.261;9;214.877;8
322;25;1;4542.735;25;1956.012;792.632;3019.865;181194.891;2.833;20;101.045;54.131;25.261;9;79.052;8
323;26;1;2622.513;30;3728.45;1073.37;1691.026;213505.516;3;20;53.148;28.472;13.287;9;182.685;7
324;26;1;2622.513;30;2101.82;763.087;1630.941;213505.516;3;20;53.148;28.472;13.287;9;117.179;7
325;26;1;2622.513;25;1086.419;422.67;811.596;181194.891;2.833;20;53.148;28.472;13.287;9;39.3;7
326;27;1;2622.513;30;3728.45;1073.37;1691.026;213505.516;3;20;53.148;28.472;13.287;9;182.685;7
327;27;1;2622.513;30;2101.82;763.087;1630.941;213505.516;3;20;53.148;28.472;13.287;9;117.179;7
328;27;1;2622.513;25;1086.419;422.67;811.596;181194.891;2.833;20;53.148;28.472;13.287;9;39.3;7
329;30;1;562.784;15;817.087;477.344;1002.963;114414.766;2.5;20;38.03;20.373;9.508;6;294.865;14
330;20;1;356.43;30;277.32;373.057;136.908;213505.516;3;20;31.656;16.959;7.914;6;131.216;16
331;20;1;356.43;30;134.67;367.042;198.339;213505.516;3;20;31.656;16.959;7.914;6;112.557;16
332;20;1;356.43;25;68.95;237.104;99.257;181194.891;2.833;20;31.656;16.959;7.914;6;45.946;16
333;21;1;1172.467;30;1250.939;860.058;845.752;213505.516;3;20;55.761;29.872;13.94;6;160.041;11
334;21;1;1172.467;30;663.336;646.42;820.877;213505.516;3;20;55.761;29.872;13.94;6;99.203;11
335;21;1;1172.467;25;396.804;369.147;406.293;181194.891;2.833;20;55.761;29.872;13.94;6;35.963;11
336;22;1;156.763;30;145.613;243.576;60.214;213505.516;3;20;20.994;11.247;5.249;6;169.451;16
337;22;1;156.763;30;72.907;241.777;87.232;213505.516;3;20;20.994;11.247;5.249;6;145.952;16
338;22;1;156.763;25;36.215;156.292;43.654;181194.891;2.833;20;20.994;11.247;5.249;6;61.964;16
339;23;1;241.647;30;376.213;342.878;302.481;213505.516;3;20;23.159;12.407;5.79;12;289.32;12
340;23;1;241.647;30;208.162;261.747;290.945;213505.516;3;20;23.159;12.407;5.79;12;194.298;12
341;23;1;241.647;25;111.793;148.018;141.414;181194.891;2.833;20;23.159;12.407;5.79;12;70.923;12
342;31;1;168.179;30;153.616;252.568;64.599;213505.516;3;20;21.745;11.649;5.436;6;165.478;16
343;31;1;168.179;30;76.711;250.545;93.584;213505.516;3;20;21.745;11.649;5.436;6;142.476;16
344;31;1;168.179;25;38.204;161.952;46.833;181194.891;2.833;20;21.745;11.649;5.436;6;60.283;16
345;31;1;822.531;30;944.777;701.407;581.694;213505.516;3;20;46.047;24.668;11.512;6;228.907;18
346;31;1;822.531;30;506.323;529.664;852.181;213505.516;3;20;46.047;24.668;11.512;6;185.698;18
347;31;1;822.531;25;290.817;301.153;415.911;181194.891;2.833;20;46.047;24.668;11.512;6;75.019;18
348;32;1;822.531;30;944.777;701.407;581.694;213505.516;3;20;46.047;24.668;11.512;6;228.907;18
349;32;1;822.531;30;506.323;529.664;852.181;213505.516;3;20;46.047;24.668;11.512;6;185.698;18
350;32;1;822.531;25;290.817;301.153;415.911;181194.891;2.833;20;46.047;24.668;11.512;6;75.019;18
351;33;1;504.042;30;468.876;279.484;193.607;213505.516;3;20;20.825;11.156;5.206;6;124.183;16
352;34;1;158.413;30;197.969;150.43;60.848;213505.516;3;20;11.696;6.266;2.924;6;170.524;16
353;35;1;2894.644;30;2261.065;650.319;1610.75;213505.516;3;20;40.777;21.845;10.194;6;42.22;17
354;36;1;11705.304;30;11774.713;3172.496;8277.99;213505.516;3;20;182.893;97.978;45.723;6;179.113;19
355;37;1;10588.235;30;15593.068;6224.417;21640.318;213505.516;3;20;427.672;229.11;106.918;6;393.495;20
