Q_Heating_noDR;Q_Cooling_noDR;T_Room_noDR;Tm_t
9364,286115392753;0,0;20,0;15,78244388434972
8172,443986604572;0,0;20,0;16,388817646812758
7250,4142287474415;0,0;19,999999999999993;16,85846252028279
6537,801522939942;0,0;20,000000000000014;17,221947988735543
5984,188100688646;0,0;20,0;17,503629704810535
5551,6121943094295;0,0;20,0;17,722531535984064
5229,818378103238;0,0;20,000000000000014;17,89016504030132
4933,9050740652665;0,0;19,999999999999996;18,027399951576275
4618,398004142128;0,0;20,0;18,166723485554403
4313,499073165578;0,0;19,999999999999996;18,297772856903908
4045,469276258638;0,0;19,999999999999993;18,419089712632196
3846,502345298789;0,0;20,0;18,516560748569407
3735,6857789553596;0,0;20,000000000000018;18,580126063556346
3724,105354931472;0,0;20,0;18,606577912650657
3758,3262479628706;0,0;20,0;18,60527049353958
3837,2279076758077;0,0;19,999999999999982;18,583210237856303
3892,9456309759435;0,0;20,000000000000004;18,56163233649461
3944,1266310119054;0,0;20,000000000000004;18,54174923863337
3986,200706648487;0,0;19,999999999999996;18,524305836926413
4020,7776922052994;0,0;19,999999999999993;18,50940571043379
4063,397662498698;0,0;19,999999999999996;18,494419700333992
4096,915307855864;0,0;19,99999999999999;18,480960762433913
4135,441742262749;0,0;20,000000000000004;18,467419275993418
4166,707890918918;0,0;20,0;18,455088635785366
4194,239525197504;0,0;20,0;18,444022601966577
4223,494564297991;0,0;20,0;18,433306673033915
4248,5094401377555;0,0;19,999999999999996;18,4235018681286
4266,562486791172;0,0;20,00000000000001;18,415365222578323
4279,244612484114;0,0;20,0;18,409009799919723
4298,38663439188;0,0;20,000000000000014;18,402451511411094
4304,914190190221;0,0;20,000000000000007;18,39796658375545
4271,284050223019;0,0;20,0;18,40189935964927
4138,094890588631;0,0;20,000000000000004;18,446121446288412
3982,994263376175;0,0;20,0;18,505686401017506
3800,4792835583703;0,0;19,999999999999996;18,57822366938935
3649,6546211850423;0,0;20,000000000000007;18,64459451424599
3569,4206144403406;0,0;20,0;18,686391828891818
3584,4616811017913;0,0;20,000000000000004;18,6930059846379
3671,715078118315;0,0;20,0;18,668322434955456
3782,7506173363113;0,0;20,000000000000007;18,625667917392544
3874,7974371083146;0,0;20,00000000000001;18,58650584532919
3946,9205510803595;0,0;20,000000000000004;18,55400390030467
4027,135278253079;0,0;20,000000000000007;18,523515780081407
4090,356891250567;0,0;19,999999999999993;18,49699186296072
4144,628870755194;0,0;20,0;18,474042577129328
4199,794606969727;0,0;20,000000000000007;18,45276947865532
4244,035197342055;0,0;19,999999999999996;18,434240366462976
4286,769748729312;0,0;20,0;18,41737629804736
4326,909091276475;0,0;20,000000000000004;18,40181277257425
4353,937927476088;0,0;20,000000000000007;18,389178069076756
4368,0892076446125;0,0;20,0;18,38026576764499
4380,133066589643;0,0;20,000000000000007;18,373623321718426
4389,5626498049905;0,0;19,999999999999993;18,368594413440054
4406,637109349387;0,0;20,0;18,36307224718806
4412,473339119337;0,0;20,0;18,35923720499812
4386,529189508287;0,0;19,999999999999996;18,36208640794353
4274,120069400553;0,0;20,000000000000014;18,3975169226718
4135,356802594911;0,0;20,000000000000014;18,446787666615897
3983,7447600942673;0,0;19,999999999999996;18,50612615751773
3873,8926951024905;0,0;20,000000000000007;18,556501880163022
3843,78523372201;0,0;19,999999999999996;18,58204063319635
3886,156310320293;0,0;20,000000000000004;18,579441906565776
4013,489624381067;0,0;19,999999999999993;18,547018341326787
4147,925309442905;0,0;19,999999999999996;18,49973625360504
4256,7272993993065;0,0;20,000000000000007;18,4560998337937
4364,456503344739;0,0;19,999999999999996;18,41516115727518
4467,980888570319;0,0;19,999999999999993;18,376329651180182
4553,443048437263;0,0;20,000000000000004;18,341694674649013
4646,218597072996;0,0;20,000000000000007;18,307946317950314
4720,063466948337;0,0;19,999999999999993;18,277919381840128
4788,107970644748;0,0;19,999999999999993;18,250799196501415
4852,5455062581295;0,0;20,0;18,225790019000705
4904,456547445596;0,0;19,999999999999993;18,204023875588774
4953,160093590917;0,0;19,999999999999993;18,18447199084779
4991,023451485561;0,0;20,000000000000004;18,167924957068013
5026,050556804357;0,0;19,999999999999993;18,153406140372812
5056,99277706423;0,0;20,000000000000004;18,140630951799587
5074,1338793597615;0,0;20,000000000000007;18,131130672981257
5086,170566465018;0,0;20,000000000000007;18,124188381423465
5040,021891710779;0,0;19,99999999999999;18,12895927949883
4886,732096343806;0,0;20,000000000000014;18,173721277743024
4684,266280953651;0,0;20,0;18,239886214727246
4475,617066335839;0,0;20,000000000000007;18,316914298110497
4310,586672824906;0,0;19,999999999999996;18,386706634924334
4214,064090380782;0,0;20,000000000000018;18,43325228029462
4208,308965647213;0,0;20,000000000000007;18,449857809724477
4270,264638180753;0,0;20,000000000000007;18,438203774162396
4363,282932337198;0,0;19,999999999999993;18,40737373712407
4439,479474528689;0,0;20,0;18,377261284440685
4497,497462531955;0,0;20,000000000000007;18,351827873458078
4549,146113587599;0,0;19,999999999999993;18,329889782541425
4612,895563420868;0,0;19,999999999999993;18,30765294441523
4663,256373273325;0,0;19,999999999999993;18,287573990993426
4708,406573855919;0,0;20,000000000000007;18,269499362770805
4758,745315119649;0,0;19,999999999999996;18,2515555463332
4795,949505961335;0,0;19,999999999999996;18,235945721789882
4835,981167431031;0,0;20,0;18,221043038124844
4871,216173987302;0,0;19,999999999999993;18,20733035442201
4905,520014105359;0,0;19,999999999999993;18,194387747958093
4933,081866627588;0,0;20,0;18,18300313113005
4953,597276087828;0,0;20,00000000000001;18,17363251607379
4970,049957086959;0,0;19,999999999999993;18,165994425752924
4977,336919747659;0,0;20,000000000000007;18,16082549512754
4930,951923035705;0,0;20,0;18,166601750615243
4763,7200506683;0,0;20,00000000000001;18,216087154102322
4550,757529436769;0,0;20,000000000000007;18,28742536860411
4320,145233129695;0,0;20,000000000000007;18,373478940620643
4122,539369637096;0,0;20,0;18,455884145420644
4016,4889389405876;0,0;20,00000000000001;18,512256280599253
4029,1328175226513;0,0;20,0;18,527391194293948
4137,354407517848;0,0;19,999999999999993;18,5038634760114
4278,2688532561015;0,0;20,000000000000007;18,456150132963085
4401,32285217616;0,0;20,0;18,408823826422097
4514,803272271949;0,0;20,000000000000004;18,36500302979839
4617,278141754764;0,0;20,0;18,32487683189814
4714,918069453073;0,0;20,0;18,287477019105886
4799,995967928541;0,0;20,0;18,253641487708194
4879,518424130926;0,0;19,999999999999996;18,222589967804748
4942,694557418473;0,0;19,999999999999993;18,19578540236345
5011,258247695674;0,0;20,0;18,170225673896052
5087,117868347796;0,0;19,999999999999996;18,144044115867516
5148,2451817033425;0,0;20,000000000000004;18,120086918275543
5200,363799125837;0,0;20,000000000000004;18,098823631053524
5259,366996170914;0,0;20,000000000000007;18,077751534757258
5305,1415332683955;0,0;20,000000000000004;18,059060591677067
5353,670033329424;0,0;20,0;18,04111362653919
5391,802750552785;0,0;20,000000000000007;18,02534192711794
5355,634897596939;0,0;19,999999999999993;18,023889023703727
5204,768939741505;0,0;19,999999999999996;18,065877976317243
5009,178109815429;0,0;19,999999999999993;18,129701565591922
4785,192768059247;0,0;20,000000000000018;18,20894068898188
4604,793887711357;0,0;20,000000000000007;18,281639759910792
4503,258975347181;0,0;20,000000000000007;18,329148785699147
4499,6051744961915;0,0;20,0;18,344618696004993
4560,358275282856;0,0;19,999999999999996;18,333495932305745
4661,089961813853;0,0;20,000000000000007;18,302197204349763
4740,107706846268;0,0;20,000000000000004;18,271515842109668
4800,859659116087;0,0;20,0;18,245319232703654
4855,545101421868;0,0;20,0;18,222466186984626
4905,942740248173;0,0;19,999999999999993;18,20206533770321
4953,441898925547;0,0;20,0;18,183420450080753
4990,815190785398;0,0;20,0;18,16742244388569
5036,069982282267;0,0;19,999999999999993;18,151419479480793
5065,630984264232;0,0;20,000000000000007;18,13812270529591
5102,981044648304;0,0;20,0;18,12486729818869
5131,030441706033;0,0;20,00000000000001;18,11323835705234
5152,850284222974;0,0;19,999999999999993;18,103517488146174
5171,696123300216;0,0;20,0;18,095286988386736
5178,982822108007;0,0;19,999999999999996;18,089814750314854
5181,046756941136;0,0;20,000000000000004;18,086656368228876
5173,038885547034;0,0;20,00000000000001;18,086421215734717
5097,617408541707;0,0;19,999999999999993;18,099759543752942
4915,654108686673;0,0;19,999999999999982;18,15634404647427
4679,328650885582;0,0;20,0;18,236061242508672
4433,116674393755;0,0;20,000000000000007;18,32947339808886
4233,3720703756835;0,0;20,000000000000004;18,414277178746605
4105,7037011549455;0,0;19,999999999999996;18,473968896184708
4097,497158176493;0,0;19,999999999999996;18,495898687170023
4178,974801031325;0,0;20,0;18,48057130202203
4287,617426859305;0,0;20,000000000000004;18,44286367979022
4376,77437409289;0,0;19,999999999999993;18,40625731748505
4456,921091786722;0,0;20,000000000000004;18,373679201305652
4520,629406321359;0,0;20,000000000000014;18,346001063315274
4580,394878841843;0,0;20,0;18,32151256944937
4637,959690896719;0,0;20,0;18,299037216611644
4686,845022672546;0,0;20,000000000000004;18,279090793550125
4732,712274417761;0,0;20,000000000000007;18,26096026750983
4773,901953604138;0,0;20,0;18,244566944762383
4817,92566511722;0,0;19,999999999999993;18,228574034942444
4863,172513184666;0,0;20,0;18,212575051246517
4898,269022754431;0,0;20,000000000000007;18,198324893511973
4932,486974331826;0,0;20,000000000000007;18,18512188889721
4959,531075929077;0,0;20,000000000000007;18,17369329410285
4981,038650020981;0,0;20,000000000000004;18,164128912986843
4991,328012360256;0,0;19,999999999999993;18,157455382942587
4962,0527251082485;0,0;19,999999999999996;18,15951116368473
4799,076018072998;0,0;20,000000000000004;18,205857309404273
4609,5238786282325;0,0;19,999999999999993;18,27175153834572
4416,043648539833;0,0;19,999999999999996;18,347532134463965
4242,532910759613;0,0;19,999999999999996;18,41864009873956
4154,0748557318275;0,0;20,000000000000007;18,46512164984679
4151,265797742735;0,0;20,000000000000004;18,47816414635326
4198,904055032217;0,0;20,0;18,466194171128635
4277,303262106429;0,0;20,000000000000004;18,436944750431593
4337,048081804631;0,0;20,000000000000007;18,410083142612702
4382,610213734753;0,0;20,000000000000004;18,388464245902963
4419,077211971286;0,0;20,000000000000007;18,371099774674324
4446,1422236339495;0,0;20,0;18,357536623469187
4460,8170036480105;0,0;20,0;18,348058539690648
4464,506528471673;0,0;20,0;18,34256832361573
4462,9040098655005;0,0;19,999999999999996;18,340033561041924
4453,924138279303;0,0;20,000000000000007;18,34028550922747
4447,989728909569;0,0;19,999999999999993;18,341438795339574
4424,025319207061;0,0;20,00000000000001;18,34616558267121
4405,574520999761;0,0;20,000000000000007;18,35177059732229
4390,3729733318505;0,0;19,999999999999996;18,357264505976445
