Q_Heating_noDR;Q_Cooling_noDR;T_Room_noDR;Tm_t
10702,774986194916;0,0;20,0;15,189634080462811
10436,199884023607;0,0;20,000000000000004;15,334112274603836
10236,055645203718;0,0;20,000000000000007;15,44344456588933
10087,46679428162;0,0;20,000000000000004;15,525459507884921
9973,588318626911;0,0;20,000000000000007;15,58758978269097
9882,35165724459;0,0;20,00000000000001;15,635905524861606
9832,836321744617;0,0;20,000000000000004;15,668089375179267
9729,297246636634;0,0;19,999999999999996;15,707530395666344
9531,334911728154;0,0;19,99999999999999;15,785392882591434
9282,496856719948;0,0;19,999999999999996;15,885584243856432
9034,277323463137;0,0;20,000000000000004;15,995443726245446
8842,38228121873;0,0;20,00000000000001;16,089388375228573
8744,51284893581;0,0;20,000000000000004;16,147877724934382
8770,283077517835;0,0;20,000000000000004;16,15864037489927
8854,593676678973;0,0;20,000000000000004;16,134486504721
8999,142617954942;0,0;20,00000000000001;16,081887338087324
9115,578195514776;0,0;20,000000000000004;16,030582428933858
9225,062674502344;0,0;20,000000000000014;15,982100759499662
9320,31778776323;0,0;20,000000000000014;15,938349686700745
9402,380199352836;0,0;20,000000000000004;15,899847667182174
9493,832207572003;0,0;19,99999999999999;15,861129050795858
9571,857010783411;0,0;20,000000000000018;15,825697699113846
9655,567348758947;0,0;20,000000000000004;15,790179671660214
9728,39530617056;0,0;20,000000000000007;15,75736218200156
9794,082579217158;0,0;19,999999999999993;15,72744300288878
9860,57537923854;0,0;20,000000000000004;15,698505158458618
9919,96321226516;0,0;20,000000000000004;15,67175441413711
9967,532478968737;0,0;20,000000000000004;15,648868327411586
10004,692972294679;0,0;20,000000000000014;15,630177681966824
10048,820159356792;0,0;20,00000000000002;15,611449220755699
10073,718293090795;0,0;19,999999999999996;15,59753969363154
10036,212717611514;0,0;20,00000000000001;15,601637132085534
9863,304419509657;0,0;19,999999999999986;15,662556193950802
9648,036032300297;0,0;19,999999999999975;15,7499061076873
9385,182255871832;0,0;20,000000000000014;15,860316979446898
9153,470327930301;0,0;19,999999999999996;15,966287717301979
9008,648042621595;0,0;19,999999999999996;16,041038720534097
8992,098019270401;0,0;20,000000000000004;16,065729376682466
9081,849970013036;0,0;19,99999999999999;16,04256146377648
9214,665300039267;0,0;20,000000000000014;15,990786553710034
9335,150212295177;0,0;19,999999999999993;15,93816848854144
9437,121655347415;0,0;20,000000000000007;15,891039297542674
9557,738521824846;0,0;20,000000000000004;15,841464458215496
9661,658080312449;0,0;20,000000000000014;15,79508853601411
9756,249838530422;0,0;19,99999999999999;15,752364357115065
9854,557432300897;0,0;20,00000000000003;15,710197580939006
9939,558955614817;0,0;19,999999999999996;15,671603765137531
10022,892676862599;0,0;20,00000000000001;15,634888673643706
10103,175884366598;0,0;19,999999999999986;15,599707901684003
10164,433117455374;0,0;20,000000000000018;15,569937166675674
10204,5049827652;0,0;19,999999999999986;15,547702449026012
10237,85205869951;0,0;20,000000000000014;15,530236595781913
10264,833745339043;0,0;19,999999999999996;15,516318970713082
10301,210905323504;0,0;20,000000000000004;15,501488547319303
10321,15762437579;0,0;20,000000000000004;15,490416060337301
10291,91543810272;0,0;19,999999999999986;15,493520939065913
10143,428759307795;0,0;20,00000000000002;15,544083657465265
9945,306346848138;0,0;20,0;15,62045256155344
9719,277173040013;0,0;20,000000000000004;15,714995615233812
9541,109021422391;0,0;20,000000000000004;15,799251821343818
9469,893461087195;0,0;20,000000000000007;15,847098583788107
9504,688991625359;0,0;20,000000000000004;15,851026068677472
9671,254635765607;0,0;20,000000000000004;15,80326119561608
9864,995181660732;0,0;20,000000000000025;15,728894278005939
10037,344578401116;0,0;20,000000000000014;15,654656368221575
10217,13507761762;0,0;20,000000000000004;15,57913176671728
10399,01479809967;0,0;20,00000000000003;15,502556347787433
10560,554512391353;0,0;20,000000000000032;15,430665394225224
10735,156332786113;0,0;20,00000000000001;15,35740392417197
10885,803578304003;0,0;19,999999999999986;15,289605073761612
11027,581083738522;0,0;19,999999999999986;15,226267444186844
11163,492725505741;0,0;20,000000000000025;15,166226795950855
11280,272110935775;0,0;19,999999999999986;15,11234288701689
11389,810482785044;0,0;20,00000000000001;15,06279424258252
11481,286501193938;0,0;20,000000000000004;15,019557453106183
11565,269642329875;0,0;20,000000000000007;14,980782608228312
11640,629965274378;0,0;19,999999999999986;14,945998166848273
11692,976332248023;0,0;20,000000000000004;14,918629600949314
11733,281427394513;0,0;19,999999999999993;14,89731744394811
11683,329128796888;0,0;19,999999999999986;14,901467549935232
11478,195978583202;0,0;19,999999999999986;14,967758020234523
11182,55728910158;0,0;20,000000000000004;15,075987902603698
10858,010384428106;0,0;19,999999999999993;15,207652008026587
10579,399805184978;0,0;19,999999999999996;15,333007371285978
10387,027133317608;0,0;20,000000000000004;15,427775645717407
10322,847666222995;0,0;19,999999999999986;15,475868997845273
10364,396056690626;0,0;20,000000000000007;15,477289493497777
10463,172943211403;0,0;20,000000000000014;15,445793447739227
10554,891145435102;0,0;20,000000000000018;15,40890368255509
10631,324304305688;0,0;19,999999999999986;15,374619504423046
10704,904620811147;0,0;20,000000000000004;15,342116845701378
10801,772160390405;0,0;20,000000000000004;15,304487225849956
10886,296081085959;0,0;20,000000000000007;15,267866744351858
10966,425668875263;0,0;20,000000000000018;15,232763238632863
11056,493126632751;0,0;20,00000000000001;15,195780879249858
11130,320852798503;0,0;19,999999999999986;15,162113912216524
11208,41055276574;0,0;19,999999999999996;15,12872965627904
11280,529651671788;0,0;20,000000000000007;15,09696194743623
11351,401827703245;0,0;20,000000000000018;15,066168027289637
11412,4255099358;0,0;19,999999999999993;15,038247875658865
11461,89356139156;0,0;20,000000000000004;15,014406755525485
11503,360536586144;0,0;19,999999999999993;14,994243320813919
11529,21076933882;0,0;20,00000000000001;14,97950829280319
11472,417652229322;0,0;20,000000000000014;14,98811126034112
11243,785069991629;0,0;19,999999999999996;15,063606451579455
10929,665615989452;0,0;20,000000000000018;15,18101644270928
10572,62483183069;0,0;20,000000000000018;15,326719457636852
10246,504044102803;0,0;20,000000000000014;15,471693958598262
10039,457899961157;0,0;20,00000000000001;15,57958263932668
10000,201764866359;0,0;20,000000000000014;15,624044744913446
10109,443828430396;0,0;20,00000000000001;15,604390593373463
10283,222214840484;0,0;20,000000000000018;15,543346525736512
10452,986178878746;0,0;19,99999999999999;15,47437044729025
10624,232961090844;0,0;19,999999999999993;15,403143086511735
10790,867847261785;0,0;20,000000000000004;15,332155638149032
10958,491073598469;0,0;19,999999999999993;15,261017706299272
11113,957635277127;0,0;20,000000000000014;15,192874617196324
11264,561424423226;0,0;19,999999999999993;15,12717736099677
11393,281311115268;0,0;19,99999999999999;15,067980973463936
11529,35820241414;0,0;19,999999999999986;15,009590323629753
11677,905701632995;0,0;20,000000000000004;14,94839354955534
11807,585423841645;0,0;20,000000000000007;14,890794129645094
11923,156728384534;0,0;20,000000000000007;14,83821109583972
12047,11752518236;0,0;20,000000000000018;14,785567865707977
12151,88560831385;0,0;20,000000000000004;14,737725291872117
12258,50401918331;0,0;20,000000000000004;14,691378416836972
12348,914944059212;0,0;19,99999999999999;14,649717206836396
12326,38705457909;0,0;20,000000000000007;14,638677263032358
12136,068717549044;0,0;20,000000000000004;14,69572205883204
11859,571615127283;0,0;20,000000000000018;14,795580835171355
11521,221026008558;0,0;20,00000000000001;14,927921852353439
11222,658128149882;0,0;20,000000000000018;15,057849725508676
11020,455925726528;0,0;20,000000000000004;15,155816176638806
10954,932124425713;0,0;20,00000000000001;15,204513250355005
10992,162680507858;0,0;19,999999999999986;15,208008864719073
11101,02674985985;0,0;20,00000000000001;15,175309395474022
11198,007959671604;0,0;20,000000000000004;15,136734840080802
11279,932517826735;0,0;19,99999999999999;15,100381893745222
11359,627704630828;0,0;19,999999999999993;15,065496879065197
11438,317277749638;0,0;20,000000000000018;15,031464281589912
11517,000657525945;0,0;20,000000000000018;14,997781422005753
11584,09304511778;0,0;20,000000000000007;14,96715551121577
