199411,199421,199451,199461,199462,199491,199511,199521,199562,1994101
1,1,0,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1
0,0,1,0,1,0,1,1,1,1
0,0,1,0,1,0,1,1,1,1
0,0,1,0,1,0,1,1,1,1
1,0,1,0,1,0,1,1,1,1
1,1,1,0,1,1,1,1,1,0
1,1,1,0,1,1,1,1,1,0
1,0,1,0,1,1,0,0,0,0
1,0,1,0,1,0,0,0,1,0
1,0,1,1,1,1,0,0,1,0
1,0,1,1,1,1,0,0,1,1
0,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1
1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,0
0,0,1,0,1,1,1,1,1,0
0,0,1,0,1,1,1,1,1,0
0,0,1,0,1,0,1,1,1,0
1,0,1,0,1,0,1,1,1,0
1,1,1,0,1,1,1,1,1,0
1,1,1,0,1,1,1,1,1,0
