id_hour;people_at_home_profile_1;hot_water_demand_profile_1;appliance_electricity_demand_profile_1;vehicle_at_home_profile_1;vehicle_distance_profile_1
2215;1;179.361;144.97;0;5.383623468
2216;1;317.331;144.45;0;18.66322802
2217;1;415.634625;140.74;0;0
2218;1;408.736125;139.18;0;6.460348162
2219;1;355.27275;153.59;0;12.56178809
2220;1;331.128;158.66;0;17.94541156
2221;1;358.722;138.27;0;0
2222;1;334.57725;123.25;0;5.024715237
2223;1;331.128;112.94;0;1.794541156
2224;1;362.17125;118.2;0;6.819256393
2225;1;438.05475;144.61;0;16.15087041
2226;1;493.24275;176.75;1;0
2227;1;446.677875;181.7;1;0
2228;1;338.0265;167.37;1;0
2229;1;227.6505;151.22;1;0
2230;1;151.767;115.7;1;0
2231;1;125.897625;78.16;1;0
2232;1;94.854375;54.46;1;0
2233;1;87.955875;47.53;1;0
2234;1;60.361875;45.43;1;0
2235;1;36.217125;46;1;0
2236;1;13.797;51.07;1;0
2237;1;13.797;84.55;1;0
2238;1;13.797;130.55;1;0
2239;1;50.014125;144.45;1;0
2240;1;148.31775;143.92;1;0
2241;1;306.98325;140.22;1;0
2242;1;472.54725;138.66;1;0
2243;1;538.083;153.02;1;0
2244;1;529.459875;158.08;0;0.652482269
2245;1;463.924125;137.74;0;0.978723404
2246;1;386.316;122.79;1;0
2247;1;284.563125;112.52;1;0
2248;1;193.158;117.77;1;0
2249;1;158.6655;144.07;1;0
2250;1;182.81025;176.1;1;0
2251;1;236.273625;181.04;1;0
2252;1;253.519875;166.75;1;0
2253;1;236.273625;150.65;1;0
2254;1;229.375125;115.27;1;0
2255;1;182.81025;77.88;1;0
2256;1;136.245375;54.26;1;0
2257;1;60.361875;47.35;1;0
2258;1;24.14475;45.25;1;0
2259;1;10.34775;45.83;1;0
2260;1;13.797;50.89;1;0
2261;1;36.217125;84.23;1;0
2262;1;125.897625;130.07;1;0
2263;1;260.418375;143.91;1;0
2264;1;341.47575;143.39;1;0
2265;1;338.0265;139.7;1;0
2266;1;263.867625;138.14;1;0
2267;1;217.30275;152.45;1;0
2268;1;196.60725;157.48;0;0.475768321
2269;1;196.60725;137.24;0;3.33037825
2270;1;198.331875;122.34;1;0
2271;1;182.81025;112.09;1;0
2272;1;162.11475;117.33;1;0
2273;1;148.31775;143.53;1;0
2274;1;193.158;175.46;1;0
2275;1;243.172125;180.36;1;0
2276;1;281.113875;166.13;1;0
2277;1;256.969125;150.09;1;0
2278;1;246.621375;114.84;1;0
2279;1;196.60725;81.83;1;0
2280;1;146.593125;63.01;1;0
2281;1;60.361875;50.12;1;0
2282;1;24.14475;46.21;1;0
2283;1;10.34775;45.14;1;0
2284;1;13.797;46.16;1;0
2285;1;36.217125;55.84;1;0
2286;1;125.897625;86.87;1;0
2287;1;260.418375;127.57;0;9.027879677
2288;1;341.47575;153.13;0;34.30594277
2289;1;338.0265;167.7;0;21.66691122
2290;1;263.867625;177.76;0;0
2291;1;217.30275;187.31;0;12.0371729
2292;1;196.60725;188.83;0;9.027879677
2293;1;196.60725;172.82;0;0
2294;1;198.331875;158.08;0;13.24089019
2295;1;182.81025;152.38;0;9.027879677
2296;1;162.11475;161.9;0;33.10222548
2297;1;148.31775;185.16;0;33.10222548
2298;1;193.158;205.82;1;0
2299;1;243.172125;196.48;1;0
2300;1;281.113875;161.5;1;0
2301;1;256.969125;145.37;1;0
2302;1;246.621375;131.22;1;0
2303;1;196.60725;94.63;1;0
2304;1;146.593125;70.24;1;0
2305;1;60.361875;53.09;1;0
2306;1;24.14475;47.01;1;0
2307;1;10.34775;44.99;1;0
2308;1;13.797;45.09;1;0
2309;1;36.217125;46.14;1;0
2310;1;125.897625;60.48;1;0
2311;1;260.418375;102.25;1;0
2312;1;341.47575;155.39;0;2.076079948
2313;1;338.0265;188.07;0;2.076079948
2314;1;263.867625;208.34;1;0
2315;1;217.30275;219.98;1;0
2316;1;196.60725;188.27;1;0
2317;1;196.60725;147.14;1;0
2318;1;198.331875;130.23;1;0
2319;1;182.81025;114.41;0;1.245647969
2320;1;162.11475;112.76;0;4.982591876
2321;1;148.31775;135.51;0;4.982591876
2322;1;193.158;163.76;0;4.152159897
2323;1;243.172125;165.35;0;0
2324;1;281.113875;151.7;0;0
2325;1;256.969125;139.5;0;0
2326;1;246.621375;107.24;0;0
2327;1;196.60725;75.46;0;0
2328;1;146.593125;53.65;0;3.321727917
2329;1;60.361875;46.82;0;0
2330;1;24.14475;44.75;0;0
2331;1;10.34775;45.31;0;0
2332;1;13.797;50.31;0;0
2333;1;36.217125;83.28;1;0
2334;1;125.897625;128.62;1;0
2335;1;260.418375;142.3;1;0
2336;1;341.47575;141.77;1;0
2337;1;338.0265;138.14;1;0
2338;1;263.867625;136.61;1;0
2339;1;217.30275;150.74;1;0
2340;1;196.60725;155.72;1;0
2341;1;196.60725;135.69;1;0
2342;1;198.331875;120.96;1;0
2343;1;182.81025;110.83;1;0
2344;1;162.11475;116.01;1;0
2345;1;148.31775;141.91;1;0
2346;1;193.158;173.47;1;0
2347;1;243.172125;178.34;1;0
2348;1;281.113875;164.26;1;0
2349;1;256.969125;148.42;1;0
2350;1;246.621375;113.55;1;0
2351;1;196.60725;76.7;1;0
2352;1;146.593125;53.45;1;0
2353;1;60.361875;46.65;1;0
2354;1;24.14475;44.59;1;0
2355;1;10.34775;45.15;1;0
2356;1;13.797;50.12;1;0
2357;1;36.217125;82.96;1;0
2358;1;125.897625;128.13;1;0
2359;1;260.418375;141.75;1;0
2360;1;341.47575;141.23;1;0
2361;1;338.0265;137.62;1;0
2362;1;263.867625;136.09;0;4.333404971
2363;1;217.30275;150.17;0;17.33361989
2364;1;196.60725;155.14;0;0
2365;1;196.60725;135.18;0;17.33361989
2366;1;198.331875;120.5;1;0
2367;1;182.81025;110.43;0;34.66723977
2368;1;162.11475;115.58;0;34.66723977
2369;1;148.31775;141.39;0;0
2370;1;193.158;172.83;0;0
2371;1;243.172125;177.66;0;30.3338348
2372;1;281.113875;163.64;0;4.333404971
2373;1;256.969125;147.85;1;0
2374;1;246.621375;113.12;1;0
2375;1;196.60725;76.42;1;0
2376;1;146.593125;53.25;1;0
2377;1;44.84025;46.47;1;0
2378;1;25.869375;44.4;1;0
2379;1;10.34775;44.98;1;0
2380;1;13.797;49.93;1;0
2381;1;36.217125;82.65;1;0
2382;1;81.057375;127.65;1;0
2383;1;179.361;141.22;1;0
2384;1;317.331;140.7;1;0
2385;1;415.634625;137.09;1;0
2386;1;408.736125;135.57;1;0
2387;1;355.27275;149.6;0;14.27304964
2388;1;331.128;154.55;0;19.03073286
2389;1;358.722;134.67;0;0
2390;1;334.57725;120.04;0;23.78841607
2391;1;331.128;110.01;1;0
2392;1;362.17125;115.13;1;0
2393;1;438.05475;140.85;1;0
2394;1;493.24275;172.17;1;0
2395;1;446.677875;176.99;1;0
2396;1;338.0265;163.03;1;0
2397;1;227.6505;147.3;1;0
2398;1;151.767;112.7;1;0
2399;1;125.897625;76.13;1;0
2400;1;94.854375;53.04;1;0
2401;1;87.955875;46.3;1;0
2402;1;60.361875;44.23;1;0
2403;1;36.217125;44.8;1;0
2404;1;13.797;49.73;1;0
2405;1;13.797;82.35;1;0
2406;1;13.797;127.16;1;0
2407;1;50.014125;140.68;1;0
2408;1;148.31775;140.17;1;0
2409;1;306.98325;136.57;1;0
2410;1;472.54725;135.07;0;0.326241135
2411;1;538.083;149.03;0;0.326241135
2412;1;529.459875;153.96;1;0
2413;1;463.924125;134.16;1;0
2414;1;386.316;119.59;1;0
2415;1;284.563125;109.58;1;0
2416;1;193.158;114.7;1;0
2417;1;158.6655;140.32;1;0
2418;1;182.81025;171.52;1;0
2419;1;236.273625;176.33;0;0.652482269
2420;1;253.519875;162.41;0;0.326241135
2421;1;236.273625;146.74;0;0
2422;1;229.375125;112.28;0;0
2423;1;182.81025;75.84;0;0
2424;1;136.245375;52.85;0;0
2425;1;60.361875;46.11;0;13.98176292
2426;1;24.14475;44.07;0;1.553529213
2427;1;10.34775;44.63;1;0
2428;1;13.797;49.55;1;0
2429;1;36.217125;82.03;1;0
2430;1;125.897625;126.68;1;0
2431;1;260.418375;140.15;1;0
2432;1;341.47575;139.64;1;0
2433;1;338.0265;136.05;1;0
2434;1;263.867625;134.54;1;0
2435;1;217.30275;148.48;1;0
2436;1;196.60725;153.37;0;6.214116852
2437;1;196.60725;133.66;1;0
2438;1;198.331875;119.14;1;0
2439;1;182.81025;109.18;0;12.4282337
2440;1;162.11475;114.26;0;18.64235056
2441;1;148.31775;139.78;0;7.767646065
2442;1;193.158;170.87;0;0
2443;1;243.172125;175.64;0;0
2444;1;281.113875;161.8;0;0
2445;1;256.969125;146.18;0;6.214116852
2446;1;246.621375;111.84;0;18.64235056
2447;1;196.60725;79.69;0;1.553529213
2448;1;146.593125;61.38;1;0
2449;1;60.361875;48.81;1;0
2450;1;24.14475;45;1;0
2451;1;10.34775;43.97;1;0
2452;1;13.797;44.94;1;0
2453;1;36.217125;54.37;1;0
2454;1;125.897625;84.58;1;0
2455;1;260.418375;124.22;1;0
2456;1;341.47575;149.12;1;0
2457;1;338.0265;163.32;1;0
2458;1;263.867625;173.09;0;19.04542841
2459;1;217.30275;182.4;0;47.61357102
2460;1;196.60725;183.89;0;57.13628522
2461;1;196.60725;168.3;1;0
2462;1;198.331875;153.95;0;66.65899942
2463;1;182.81025;148.39;0;0
2464;1;162.11475;157.66;0;0
2465;1;148.31775;180.3;0;0
2466;1;193.158;200.43;0;0
2467;1;243.172125;191.34;0;28.56814261
2468;1;281.113875;157.27;0;114.2725704
2469;1;256.969125;141.57;0;19.04542841
2470;1;246.621375;127.77;1;0
2471;1;196.60725;92.14;1;0
2472;1;146.593125;68.39;1;0
2473;1;60.361875;51.7;1;0
2474;1;24.14475;45.77;1;0
2475;1;10.34775;43.83;1;0
2476;1;13.797;43.93;1;0
2477;1;36.217125;44.94;1;0
2478;1;125.897625;58.91;1;0
2479;1;260.418375;99.57;1;0
2480;1;341.47575;151.3;1;0
2481;1;338.0265;183.13;0;9.107565011
2482;1;263.867625;202.88;0;0
2483;1;217.30275;214.19;0;16.39361702
2484;1;196.60725;183.33;1;0
2485;1;196.60725;143.29;1;0
2486;1;198.331875;126.8;1;0
2487;1;182.81025;111.4;0;16.39361702
2488;1;162.11475;109.79;0;7.286052009
2489;1;148.31775;131.95;0;0
2490;1;193.158;159.45;0;0
2491;1;243.172125;161.01;0;0
2492;1;281.113875;147.73;0;0
2493;1;256.969125;135.83;0;0
2494;1;246.621375;104.42;0;0
2495;1;196.60725;73.48;0;3.643026005
2496;1;146.593125;52.24;0;20.03664302
2497;1;60.361875;45.59;1;0
2498;1;24.14475;43.56;1;0
2499;1;10.34775;44.14;1;0
2500;1;13.797;48.98;1;0
2501;1;36.217125;81.09;1;0
2502;1;125.897625;125.22;1;0
2503;1;260.418375;138.55;1;0
2504;1;341.47575;138.03;1;0
2505;1;338.0265;134.5;1;0
2506;1;263.867625;133.01;1;0
2507;1;217.30275;146.77;1;0
2508;1;196.60725;151.63;1;0
2509;1;196.60725;132.11;1;0
2510;1;198.331875;117.78;1;0
2511;1;182.81025;107.92;0;152.7895981
2512;1;162.11475;112.95;0;0
2513;1;148.31775;138.18;0;0
2514;1;193.158;168.92;0;0
2515;1;243.172125;173.64;0;0
2516;1;281.113875;159.94;0;0
2517;1;256.969125;144.5;0;0
2518;1;246.621375;110.56;0;0
2519;1;196.60725;74.69;0;0
2520;1;146.593125;52.04;1;0
2521;1;60.361875;45.42;1;0
2522;1;24.14475;43.39;1;0
2523;1;10.34775;43.94;1;0
2524;1;13.797;48.8;1;0
2525;1;36.217125;80.78;1;0
2526;1;125.897625;124.75;0;12.87793953
2527;1;260.418375;138.01;0;51.51175812
2528;1;341.47575;137.51;0;12.87793953
2529;1;338.0265;133.98;0;0
2530;1;263.867625;132.5;0;0
2531;1;217.30275;146.21;0;0
2532;1;196.60725;151.04;0;0
2533;1;196.60725;131.61;0;0
2534;1;198.331875;117.33;0;0
2535;1;182.81025;107.51;0;0
2536;1;162.11475;112.52;0;0
2537;1;148.31775;137.65;0;0
2538;1;193.158;168.28;0;47.21911161
2539;1;243.172125;172.98;0;38.63381859
2540;1;281.113875;159.33;1;0
2541;1;256.969125;143.96;1;0
2542;1;246.621375;110.14;1;0
2543;1;196.60725;74.41;1;0
2544;1;146.593125;51.84;1;0
2545;1;44.84025;45.23;1;0
2546;1;25.869375;43.23;1;0
2547;1;10.34775;43.78;1;0
2548;1;13.797;48.61;1;0
2549;1;36.217125;80.46;1;0
2550;1;81.057375;124.27;0;13.10790273
2551;1;179.361;137.49;0;52.43161094
2552;1;317.331;136.99;0;13.10790273
2553;1;415.634625;133.48;0;0
2554;1;408.736125;131.99;0;0
2555;1;355.27275;145.65;0;0
2556;1;331.128;150.46;0;0
2557;1;358.722;131.11;0;0
2558;1;334.57725;116.88;0;0
2559;1;331.128;107.11;0;0
2560;1;362.17125;112.1;0;0
2561;1;438.05475;137.13;0;0
2562;1;493.24275;167.62;0;52.43161094
2563;1;446.677875;172.32;0;40.19756839
2564;1;338.0265;158.71;1;0
2565;1;227.6505;143.41;1;0
2566;1;151.767;109.72;1;0
2567;1;125.897625;74.11;1;0
2568;1;94.854375;51.65;1;0
2569;1;87.955875;45.07;1;0
2570;1;60.361875;43.07;1;0
2571;1;36.217125;43.62;1;0
2572;1;13.797;48.43;1;0
2573;1;13.797;80.17;1;0
2574;1;13.797;123.79;0;22.46985815
2575;1;50.014125;136.97;0;89.87943262
2576;1;148.31775;136.47;0;22.46985815
2577;1;306.98325;132.96;0;0
2578;1;472.54725;131.49;0;0
2579;1;538.083;145.09;0;0
2580;1;529.459875;149.88;0;0
2581;1;463.924125;130.61;0;0
2582;1;386.316;116.42;0;0
2583;1;284.563125;106.67;0;0
2584;1;193.158;111.65;0;0
2585;1;158.6655;136.6;0;0
2586;1;182.81025;166.98;0;89.87943262
2587;1;236.273625;171.66;0;74.89952718
2588;1;253.519875;158.1;1;0
2589;1;236.273625;142.85;1;0
2590;1;229.375125;109.29;1;0
2591;1;182.81025;73.84;1;0
2592;1;136.245375;51.44;1;0
2593;1;60.361875;44.9;1;0
2594;1;24.14475;42.91;1;0
2595;1;10.34775;43.46;1;0
2596;1;13.797;48.24;1;0
2597;1;36.217125;79.86;1;0
2598;1;125.897625;123.32;0;22.46985815
2599;1;260.418375;136.43;0;89.87943262
2600;1;341.47575;135.95;0;29.95981087
2601;1;338.0265;132.44;0;0
2602;1;263.867625;130.97;0;0
2603;1;217.30275;144.54;0;0
2604;1;196.60725;149.31;0;0
2605;1;196.60725;130.11;0;0
2606;1;198.331875;115.98;0;0
2607;1;182.81025;106.27;0;0
2608;1;162.11475;111.23;0;0
2609;1;148.31775;136.07;0;0
2610;1;193.158;166.33;0;82.3894799
2611;1;243.172125;171;0;74.89952718
2612;1;281.113875;157.5;1;0
2613;1;256.969125;142.3;1;0
2614;1;246.621375;108.87;1;0
2615;1;196.60725;77.58;1;0
2616;1;146.593125;59.74;1;0
2617;1;60.361875;47.52;1;0
2618;1;24.14475;43.81;1;0
2619;1;10.34775;42.81;1;0
2620;1;13.797;43.75;1;0
2621;1;36.217125;52.93;1;0
2622;1;125.897625;82.34;0;34.8725321
2623;1;260.418375;120.92;0;139.4901284
2624;1;341.47575;145.17;0;34.8725321
2625;1;338.0265;158.97;0;0
2626;1;263.867625;168.5;0;0
2627;1;217.30275;177.57;0;0
2628;1;196.60725;179;0;0
2629;1;196.60725;163.84;0;0
2630;1;198.331875;149.85;0;116.2417737
2631;1;182.81025;144.46;0;104.6175963
2632;1;162.11475;153.47;1;0
2633;1;148.31775;175.52;1;0
2634;1;193.158;195.12;1;0
2635;1;243.172125;186.26;1;0
2636;1;281.113875;153.09;1;0
2637;1;256.969125;137.81;1;0
2638;1;246.621375;124.39;1;0
2639;1;196.60725;89.7;1;0
2640;1;146.593125;66.58;1;0
2641;1;60.361875;50.33;1;0
2642;1;24.14475;44.55;1;0
2643;1;10.34775;42.67;1;0
2644;1;13.797;42.77;1;0
2645;1;36.217125;43.74;1;0
2646;1;125.897625;57.34;1;0
2647;1;260.418375;96.92;1;0
2648;1;341.47575;147.29;1;0
2649;1;338.0265;178.26;1;0
2650;1;263.867625;197.49;1;0
2651;1;217.30275;208.51;1;0
2652;1;196.60725;178.47;1;0
2653;1;196.60725;139.47;1;0
2654;1;198.331875;123.43;1;0
2655;1;182.81025;108.44;1;0
2656;1;162.11475;106.88;1;0
2657;1;148.31775;128.44;1;0
2658;1;193.158;155.23;1;0
2659;1;243.172125;156.74;1;0
2660;1;281.113875;143.8;1;0
2661;1;256.969125;132.22;1;0
2662;1;246.621375;101.65;1;0
2663;1;196.60725;84.22;1;0
2664;1;146.593125;66.33;1;0
2665;1;60.361875;50.14;1;0
2666;1;24.14475;44.38;1;0
2667;1;10.34775;42.47;1;0
2668;1;13.797;42.57;1;0
2669;1;36.217125;43.56;1;0
2670;1;125.897625;57.11;1;0
2671;1;260.418375;96.55;1;0
2672;1;341.47575;146.72;1;0
2673;1;338.0265;177.58;1;0
2674;1;263.867625;196.73;1;0
2675;1;217.30275;207.7;1;0
2676;1;196.60725;177.77;0;14.33483774
2677;1;196.60725;138.94;1;0
2678;1;198.331875;122.96;1;0
2679;1;182.81025;108.02;1;0
2680;1;162.11475;106.47;0;8.600902643
2681;1;148.31775;127.96;0;0
2682;1;193.158;154.64;0;8.600902643
2683;1;243.172125;156.12;1;0
2684;1;281.113875;143.25;1;0
2685;1;256.969125;131.71;1;0
2686;1;246.621375;101.26;1;0
2687;1;196.60725;71.25;1;0
2688;1;146.593125;50.66;1;0
2689;1;60.361875;44.21;1;0
2690;1;24.14475;42.23;1;0
2691;1;10.34775;42.78;1;0
2692;1;13.797;47.51;1;0
2693;1;36.217125;78.64;1;0
2694;1;125.897625;121.43;1;0
2695;1;260.418375;134.34;1;0
2696;1;341.47575;133.85;1;0
2697;1;338.0265;130.42;0;9.198187549
2698;1;263.867625;128.98;0;0
2699;1;217.30275;142.33;0;0
2700;1;196.60725;147.02;0;1.314026793
2701;1;196.60725;128.12;0;0
2702;1;198.331875;114.21;0;7.884160756
2703;1;182.81025;104.64;0;10.51221434
2704;1;162.11475;109.53;0;2.628053585
2705;1;148.31775;134;1;0
2706;1;193.158;163.78;1;0
2707;1;243.172125;168.39;1;0
2708;1;281.113875;155.08;1;0
2709;1;256.969125;140.13;1;0
2710;1;246.621375;107.21;1;0
2711;1;196.60725;72.43;1;0
2712;1;146.593125;50.46;1;0
2713;1;44.84025;44.04;1;0
2714;1;25.869375;42.07;1;0
2715;1;10.34775;42.62;1;0
2716;1;13.797;47.31;1;0
2717;1;36.217125;78.33;1;0
2718;1;81.057375;120.97;1;0
2719;1;179.361;133.82;1;0
2720;1;317.331;133.34;0;1.553529213
2721;1;415.634625;129.91;0;0
2722;1;408.736125;128.48;0;1.553529213
2723;1;355.27275;141.77;0;4.660587639
2724;1;331.128;146.46;0;9.321175278
2725;1;358.722;127.62;0;9.321175278
2726;1;334.57725;113.78;0;7.767646065
2727;1;331.128;104.24;0;0
2728;1;362.17125;109.12;0;0
2729;1;438.05475;133.47;0;0
2730;1;493.24275;163.16;0;0
2731;1;446.677875;167.73;0;7.767646065
2732;1;338.0265;154.51;0;9.321175278
2733;1;227.6505;139.58;0;9.321175278
2734;1;151.767;106.8;0;4.660587639
2735;1;125.897625;72.14;1;0
2736;1;94.854375;50.27;1;0
2737;1;87.955875;43.87;1;0
2738;1;60.361875;41.91;1;0
2739;1;36.217125;42.46;1;0
2740;1;13.797;47.13;1;0
2741;1;13.797;78.04;1;0
2742;1;13.797;120.51;1;0
2743;1;50.014125;133.32;1;0
2744;1;148.31775;132.83;1;0
2745;1;306.98325;129.42;0;15.29255319
2746;1;472.54725;127.98;0;13.59338061
2747;1;538.083;141.23;0;0
2748;1;529.459875;145.89;0;0
2749;1;463.924125;127.13;0;0
2750;1;386.316;113.33;0;20.39007092
2751;1;284.563125;103.84;0;8.495862884
2752;1;193.158;108.7;1;0
2753;1;158.6655;132.96;1;0
2754;1;182.81025;162.53;0;1.699172577
2755;1;236.273625;167.09;0;3.398345153
2756;1;253.519875;153.91;0;0
2757;1;236.273625;139.05;0;0
2758;1;229.375125;106.39;0;0
2759;1;182.81025;71.86;0;5.09751773
2760;1;136.245375;50.08;1;0
2761;1;60.361875;43.7;1;0
2762;1;24.14475;41.75;1;0
2763;1;10.34775;42.29;1;0
2764;1;13.797;46.96;1;0
2765;1;36.217125;77.74;1;0
2766;1;125.897625;120.04;1;0
2767;1;260.418375;132.8;1;0
2768;1;341.47575;132.32;1;0
2769;1;338.0265;128.92;0;6.454663311
2770;1;263.867625;127.5;0;0
2771;1;217.30275;140.7;0;3.227331655
2772;1;196.60725;145.34;0;5.647830397
2773;1;196.60725;126.65;1;0
2774;1;198.331875;112.9;0;1.613665828
2775;1;182.81025;103.45;0;1.613665828
2776;1;162.11475;108.29;0;0
2777;1;148.31775;132.45;0;0
2778;1;193.158;161.91;0;3.227331655
2779;1;243.172125;166.45;1;0
2780;1;281.113875;153.32;0;1.613665828
2781;1;256.969125;138.52;0;0
2782;1;246.621375;105.98;0;0
2783;1;196.60725;75.5;0;1.613665828
2784;1;146.593125;58.16;1;0
2785;1;60.361875;46.26;1;0
2786;1;24.14475;42.65;1;0
2787;1;10.34775;41.65;1;0
2788;1;13.797;42.58;1;0
2789;1;36.217125;51.53;1;0
2790;1;125.897625;80.15;1;0
2791;1;260.418375;117.71;1;0
2792;1;341.47575;141.31;1;0
2793;1;338.0265;154.75;1;0
2794;1;263.867625;164.02;0;5.709219858
2795;1;217.30275;172.85;0;1.427304964
2796;1;196.60725;174.24;0;0
2797;1;196.60725;159.48;0;2.854609929
2798;1;198.331875;145.87;0;4.281914893
2799;1;182.81025;140.62;0;11.41843972
2800;1;162.11475;149.4;1;0
2801;1;148.31775;170.85;0;4.281914893
2802;1;193.158;189.93;0;0
2803;1;243.172125;181.31;0;4.281914893
2804;1;281.113875;149.02;1;0
2805;1;256.969125;134.14;1;0
2806;1;246.621375;121.07;1;0
2807;1;196.60725;87.32;1;0
2808;1;146.593125;64.82;1;0
2809;1;60.361875;48.99;1;0
2810;1;24.14475;43.37;1;0
2811;1;10.34775;41.51;1;0
2812;1;13.797;41.61;1;0
2813;1;36.217125;42.58;1;0
2814;1;125.897625;55.82;1;0
2815;1;260.418375;94.35;1;0
2816;1;341.47575;143.38;1;0
2817;1;338.0265;173.53;0;31.94444444
2818;1;263.867625;192.25;0;31.94444444
2819;1;217.30275;202.97;0;0
2820;1;196.60725;173.73;0;0
2821;1;196.60725;135.77;0;0
2822;1;198.331875;120.16;0;0
2823;1;182.81025;105.57;0;0
2824;1;162.11475;104.06;0;0
2825;1;148.31775;125.03;0;31.94444444
2826;1;193.158;151.11;0;0
2827;1;243.172125;152.57;0;31.94444444
2828;1;281.113875;139.98;1;0
2829;1;256.969125;128.71;1;0
2830;1;246.621375;98.95;1;0
2831;1;196.60725;69.63;1;0
2832;1;146.593125;49.49;1;0
2833;1;60.361875;43.21;1;0
2834;1;24.14475;41.27;1;0
2835;1;10.34775;41.81;1;0
2836;1;13.797;46.41;1;0
2837;1;36.217125;76.85;1;0
2838;1;125.897625;118.66;1;0
2839;1;260.418375;131.28;1;0
2840;1;341.47575;130.81;1;0
2841;1;338.0265;127.44;1;0
2842;1;263.867625;126.05;1;0
2843;1;217.30275;139.08;1;0
2844;1;196.60725;143.67;1;0
2845;1;196.60725;125.2;1;0
2846;1;198.331875;111.6;1;0
2847;1;182.81025;102.27;0;47.84869976
2848;1;162.11475;107.04;0;47.84869976
2849;1;148.31775;130.94;0;23.92434988
2850;1;193.158;160.06;1;0
2851;1;243.172125;164.55;1;0
2852;1;281.113875;151.57;1;0
2853;1;256.969125;136.93;1;0
2854;1;246.621375;104.77;1;0
2855;1;196.60725;70.77;1;0
2856;1;146.593125;49.32;1;0
2857;1;60.361875;43.04;1;0
2858;1;24.14475;41.13;1;0
2859;1;10.34775;41.65;1;0
2860;1;13.797;46.24;1;0
2861;1;36.217125;76.55;1;0
2862;1;125.897625;118.21;1;0
2863;1;260.418375;130.79;1;0
2864;1;341.47575;130.31;0;2.908816661
2865;1;338.0265;126.96;0;2.908816661
2866;1;263.867625;125.56;0;21.81612496
2867;1;217.30275;138.55;0;7.272041654
2868;1;196.60725;143.13;1;0
2869;1;196.60725;124.72;1;0
2870;1;198.331875;111.18;0;32.72418744
2871;1;182.81025;101.88;0;0
2872;1;162.11475;106.64;0;36.36020827
2873;1;148.31775;130.45;1;0
2874;1;193.158;159.45;1;0
2875;1;243.172125;163.91;0;7.272041654
2876;1;281.113875;150.97;0;0
2877;1;256.969125;136.42;0;7.272041654
2878;1;246.621375;104.37;1;0
2879;1;196.60725;82.75;1;0
2880;1;146.593125;64.07;1;0
2881;1;44.84025;48.44;1;0
2882;1;25.869375;42.88;1;0
2883;1;10.34775;41.05;1;0
2884;1;13.797;41.13;1;0
2885;1;36.217125;42.09;1;0
2886;1;81.057375;55.18;1;0
2887;1;179.361;93.28;1;0
2888;1;317.331;141.74;0;6.423774556
2889;1;415.634625;171.55;0;2.141258185
2890;1;408.736125;190.06;0;0
2891;1;355.27275;200.65;0;17.13006548
2892;1;331.128;171.73;0;15.41705893
2893;1;358.722;134.22;1;0
2894;1;334.57725;118.78;1;0
2895;1;331.128;104.35;1;0
2896;1;362.17125;102.87;1;0
2897;1;438.05475;123.6;1;0
2898;1;493.24275;149.38;1;0
2899;1;446.677875;150.84;0;4.28251637
2900;1;338.0265;138.38;0;0
2901;1;227.6505;127.24;0;2.997761459
2902;1;151.767;97.82;1;0
2903;1;125.897625;68.83;1;0
2904;1;94.854375;48.94;1;0
2905;1;87.955875;42.71;1;0
2906;1;60.361875;40.82;1;0
2907;1;36.217125;41.33;1;0
2908;1;13.797;45.89;1;0
2909;1;13.797;75.97;1;0
2910;1;13.797;117.31;1;0
2911;1;50.014125;129.79;1;0
2912;1;148.31775;129.32;0;1.642533491
2913;1;306.98325;126;0;11.16922774
2914;1;472.54725;124.6;0;6.241627265
2915;1;538.083;137.5;1;0
2916;1;529.459875;142.04;1;0
2917;1;463.924125;123.77;1;0
2918;1;386.316;110.33;1;0
2919;1;284.563125;101.11;0;2.628053585
2920;1;193.158;105.83;0;3.285066982
2921;1;158.6655;129.46;0;6.570133963
2922;1;182.81025;158.25;1;0
2923;1;236.273625;162.68;1;0
2924;1;253.519875;149.84;1;0
2925;1;236.273625;135.37;1;0
2926;1;229.375125;103.58;1;0
2927;1;182.81025;69.97;1;0
2928;1;136.245375;48.75;1;0
2929;1;60.361875;42.55;1;0
2930;1;24.14475;40.66;1;0
2931;1;10.34775;41.17;1;0
2932;1;13.797;45.72;1;0
2933;1;36.217125;75.68;1;0
2934;1;125.897625;116.87;1;0
2935;1;260.418375;129.29;1;0
2936;1;341.47575;128.83;1;0
2937;1;338.0265;125.52;1;0
2938;1;263.867625;124.13;1;0
2939;1;217.30275;136.99;1;0
2940;1;196.60725;141.51;0;1.223404255
2941;1;196.60725;123.31;0;1.747720365
2942;1;198.331875;109.91;1;0
2943;1;182.81025;100.72;1;0
2944;1;162.11475;105.42;0;0.873860182
2945;1;148.31775;128.96;0;10.48632219
2946;1;193.158;157.65;0;2.621580547
2947;1;243.172125;162.06;0;0
2948;1;281.113875;149.27;0;0.873860182
2949;1;256.969125;134.87;0;0
2950;1;246.621375;103.18;0;0
2951;1;196.60725;73.52;0;1.747720365
2952;1;146.593125;56.62;1;0
2953;1;60.361875;45.03;1;0
2954;1;24.14475;41.52;1;0
2955;1;10.34775;40.57;1;0
2956;1;13.797;41.47;1;0
2957;1;36.217125;50.16;1;0
