id_hour;people_at_home_profile_1;hot_water_demand_profile_1;appliance_electricity_demand_profile_1;vehicle_at_home_profile_1;vehicle_distance_profile_1
93;1;281.113875;183.06;1;0
94;1;281.113875;154.31;1;0
95;1;217.30275;117.53;1;0
96;1;169.01325;87.45;1;0
97;1;65.53575;71.38;1;0
98;1;25.869375;54.47;1;0
99;1;6.8985;50.18;1;0
100;1;10.34775;48.38;1;0
101;1;36.217125;48.85;1;0
102;1;146.593125;60.39;1;0
103;1;315.606375;91.83;1;0
104;1;412.185375;138.24;0;15.70035461
105;1;396.66375;173.28;0;0
106;1;305.258625;183.3;0;0
107;1;250.070625;190.94;0;0
108;1;232.824375;204.94;0;0
109;1;227.6505;209.94;0;7.136524822
110;1;227.6505;195.8;1;0
111;1;206.955;182.13;1;0
112;1;182.81025;177.89;1;0
113;1;162.11475;211.14;1;0
114;1;236.273625;257.44;1;0
115;1;288.012375;265.33;1;0
116;1;341.47575;231.39;1;0
117;1;281.113875;174.97;1;0
118;1;281.113875;156.3;1;0
119;1;217.30275;137.48;1;0
120;1;169.01325;105.67;1;0
121;1;65.53575;76.45;1;0
122;1;25.869375;58.5;1;0
123;1;6.8985;52.56;1;0
124;1;10.34775;49.01;1;0
125;1;36.217125;48.12;1;0
126;1;146.593125;50.24;1;0
127;1;315.606375;57.62;1;0
128;1;412.185375;94.96;1;0
129;1;396.66375;159.3;1;0
130;1;305.258625;208.13;0;1.030235162
131;1;250.070625;246;0;0
132;1;232.824375;262.4;0;1.030235162
133;1;227.6505;229.87;1;0
134;1;227.6505;179.79;1;0
135;1;206.955;150.65;1;0
136;1;182.81025;134.87;0;3.090705487
137;1;162.11475;147.47;0;0
138;1;236.273625;187.46;0;2.060470325
139;1;288.012375;216.74;0;2.575587906
140;1;341.47575;210.09;0;0
141;1;281.113875;175.13;0;0
142;1;281.113875;151.7;0;0
143;1;217.30275;115.57;0;0
144;1;169.01325;80.34;0;0
145;1;65.53575;56.9;0;0
146;1;25.869375;50.09;0;0
147;1;6.8985;48.49;0;0
148;1;10.34775;48.5;0;0
149;1;36.217125;53.81;0;0
150;1;146.593125;95.42;0;0
151;1;315.606375;154.85;0;0
152;1;412.185375;168.57;0;0
153;1;396.66375;158.06;0;0
154;1;305.258625;146.68;0;0
155;1;250.070625;146.46;0;5.98108747
156;1;232.824375;159.61;0;47.84869976
157;1;227.6505;165.63;1;0
158;1;227.6505;148.7;1;0
159;1;206.955;133.97;1;0
160;1;182.81025;129.5;1;0
161;1;162.11475;151.06;1;0
162;1;236.273625;196.76;1;0
163;1;288.012375;232.04;1;0
164;1;341.47575;220.45;1;0
165;1;281.113875;183.66;1;0
166;1;281.113875;154.81;1;0
167;1;217.30275;117.92;1;0
168;1;169.01325;80.94;1;0
169;1;65.53575;56.94;1;0
170;1;25.869375;50.14;1;0
171;1;6.8985;48.53;1;0
172;1;10.34775;48.54;1;0
173;1;36.217125;53.85;1;0
174;1;146.593125;95.49;1;0
175;1;315.606375;154.98;1;0
176;1;412.185375;168.71;0;3.206643632
177;1;396.66375;158.18;0;0
178;1;305.258625;146.8;0;0
179;1;250.070625;146.59;0;0
180;1;232.824375;159.75;0;0
181;1;227.6505;165.76;0;3.206643632
182;1;227.6505;148.83;0;3.206643632
183;1;206.955;134.08;0;0
184;1;182.81025;129.61;0;0
185;1;162.11475;151.19;0;0
186;1;236.273625;196.92;0;6.413287264
187;1;288.012375;232.23;0;2.565314906
188;1;341.47575;220.64;1;0
189;1;281.113875;183.82;0;6.413287264
190;1;281.113875;154.96;1;0
191;1;217.30275;118.02;1;0
192;1;169.01325;81.01;1;0
193;1;115.549875;56.99;1;0
194;1;60.361875;50.17;1;0
195;1;34.4925;48.57;1;0
196;1;15.521625;48.58;1;0
197;1;20.6955;53.89;1;0
198;1;36.217125;95.58;1;0
199;1;65.53575;155.1;1;0
200;1;172.4625;168.85;0;3.697399527
201;1;358.722;158.3;0;0
202;1;503.5905;146.92;0;0
203;1;507.03975;146.7;0;0
204;1;438.05475;159.87;0;0
205;1;415.634625;165.9;0;3.697399527
206;1;448.4025;148.95;0;3.697399527
207;1;425.982375;134.19;0;0
208;1;432.880875;129.71;0;0
209;1;479.44575;151.31;0;0
210;1;574.300125;197.08;0;7.394799054
211;1;605.343375;232.43;0;9.243498817
212;1;513.93825;220.81;1;0
213;1;358.722;183.96;1;0
214;1;217.30275;155.07;1;0
215;1;141.41925;118.11;1;0
216;1;127.62225;81.06;1;0
217;1;106.92675;57.03;1;0
218;1;87.955875;50.21;1;0
219;1;60.361875;48.61;1;0
220;1;25.869375;48.62;1;0
221;1;20.6955;53.93;1;0
222;1;15.521625;95.64;1;0
223;1;46.564875;155.21;1;0
224;1;172.4625;168.95;0;3.383241397
225;1;362.17125;158.41;0;0
226;1;579.474;147.01;0;0
227;1;629.488125;146.81;0;0
228;1;612.241875;159.97;0;0
229;1;520.83675;166.01;0;0
230;1;448.4025;149.05;0;0
231;1;324.2295;134.27;0;0
232;1;217.30275;129.8;0;0
233;1;172.4625;151.41;0;0
234;1;217.30275;197.21;0;11.84134489
235;1;289.737;232.59;1;0
236;1;305.258625;220.96;1;0
237;1;288.012375;184.08;1;0
238;1;277.664625;155.18;1;0
239;1;227.6505;118.19;1;0
240;1;169.01325;81.11;1;0
241;1;65.53575;57.06;1;0
242;1;25.869375;50.24;1;0
243;1;6.8985;48.65;1;0
244;1;10.34775;48.64;1;0
245;1;36.217125;53.97;1;0
246;1;146.593125;95.69;1;0
247;1;315.606375;155.31;1;0
248;1;412.185375;169.06;0;2.174940898
249;1;396.66375;158.51;0;0
250;1;305.258625;147.1;0;0
251;1;250.070625;146.89;0;0
252;1;232.824375;160.07;0;0
253;1;227.6505;166.1;0;3.262411347
254;1;227.6505;149.14;0;2.174940898
255;1;206.955;134.35;0;0
256;1;182.81025;129.88;0;0
257;1;162.11475;151.5;0;0
258;1;236.273625;197.33;0;3.262411347
259;1;288.012375;232.71;1;0
260;1;341.47575;221.09;1;0
261;1;281.113875;184.19;1;0
262;1;281.113875;155.27;1;0
263;1;217.30275;118.26;1;0
264;1;169.01325;87.95;1;0
265;1;65.53575;71.78;1;0
266;1;25.869375;54.76;1;0
267;1;6.8985;50.46;1;0
268;1;10.34775;48.65;1;0
269;1;36.217125;49.12;1;0
270;1;146.593125;60.74;1;0
271;1;315.606375;92.33;1;0
272;1;412.185375;139;0;2.029944838
273;1;396.66375;174.25;0;0
274;1;305.258625;184.31;0;0
275;1;250.070625;191.98;0;0
276;1;232.824375;206.06;0;0
277;1;227.6505;211.09;0;0
278;1;227.6505;196.87;0;0
279;1;206.955;183.13;0;10.14972419
280;1;182.81025;178.86;0;3.044917258
281;1;162.11475;212.29;1;0
282;1;236.273625;258.86;1;0
283;1;288.012375;266.79;1;0
284;1;341.47575;232.66;1;0
285;1;281.113875;175.93;1;0
286;1;281.113875;157.16;1;0
287;1;217.30275;138.23;1;0
288;1;169.01325;106.19;1;0
289;1;65.53575;76.82;1;0
290;1;25.869375;58.79;1;0
291;1;6.8985;52.81;1;0
292;1;10.34775;49.25;1;0
293;1;36.217125;48.34;1;0
294;1;146.593125;50.48;1;0
295;1;315.606375;57.89;1;0
296;1;412.185375;95.41;1;0
297;1;396.66375;160.06;1;0
298;1;305.258625;209.14;1;0
299;1;250.070625;247.19;0;11.19454874
300;1;232.824375;263.66;0;2.238909748
301;1;227.6505;230.98;0;2.238909748
302;1;227.6505;180.66;0;2.238909748
303;1;206.955;151.38;1;0
304;1;182.81025;135.51;0;2.238909748
305;1;162.11475;148.18;0;8.955638993
306;1;236.273625;188.36;1;0
307;1;288.012375;217.79;0;4.477819496
308;1;341.47575;211.1;0;4.477819496
309;1;281.113875;175.97;1;0
310;1;281.113875;152.43;1;0
311;1;217.30275;116.13;1;0
312;1;169.01325;80.67;1;0
313;1;65.53575;57.13;1;0
314;1;25.869375;50.3;1;0
315;1;6.8985;48.69;1;0
316;1;10.34775;48.7;1;0
317;1;36.217125;54.02;1;0
318;1;146.593125;95.8;1;0
319;1;315.606375;155.49;1;0
320;1;412.185375;169.26;1;0
321;1;396.66375;158.7;1;0
322;1;305.258625;147.28;1;0
323;1;250.070625;147.06;1;0
324;1;232.824375;160.25;1;0
325;1;227.6505;166.3;0;11.51439299
326;1;227.6505;149.32;0;23.02878598
327;1;206.955;134.51;0;11.51439299
328;1;182.81025;130.02;0;0
329;1;162.11475;151.68;0;0
330;1;236.273625;197.56;0;0
331;1;288.012375;232.99;0;5.757196495
332;1;341.47575;221.36;0;23.02878598
333;1;281.113875;184.41;0;23.02878598
334;1;281.113875;155.46;1;0
335;1;217.30275;118.39;1;0
336;1;169.01325;81.24;1;0
337;1;65.53575;57.14;1;0
338;1;25.869375;50.31;1;0
339;1;6.8985;48.72;1;0
340;1;10.34775;48.72;1;0
341;1;36.217125;54.03;1;0
342;1;146.593125;95.82;1;0
343;1;315.606375;155.51;0;4.929866036
344;1;412.185375;169.3;0;2.464933018
345;1;396.66375;158.73;0;0
346;1;305.258625;147.31;0;0
347;1;250.070625;147.09;0;0
348;1;232.824375;160.29;0;0
349;1;227.6505;166.34;0;0
350;1;227.6505;149.34;0;0
351;1;206.955;134.55;0;0
352;1;182.81025;130.05;0;0
353;1;162.11475;151.71;0;9.859732072
354;1;236.273625;197.6;0;7.394799054
355;1;288.012375;233.04;0;12.32466509
356;1;341.47575;221.4;1;0
357;1;281.113875;184.45;1;0
358;1;281.113875;155.48;1;0
359;1;217.30275;118.43;1;0
360;1;169.01325;81.25;1;0
361;1;115.549875;57.16;1;0
362;1;60.361875;50.32;1;0
363;1;34.4925;48.72;1;0
364;1;15.521625;48.72;1;0
365;1;20.6955;54.04;1;0
366;1;36.217125;95.83;1;0
367;1;65.53575;155.55;0;11.58156028
368;1;172.4625;169.3;0;0
369;1;358.722;158.74;0;0
370;1;503.5905;147.32;0;0
371;1;507.03975;147.1;0;0
372;1;438.05475;160.31;0;0
373;1;415.634625;166.34;0;0
374;1;448.4025;149.36;0;0
375;1;425.982375;134.56;0;0
376;1;432.880875;130.07;0;0
377;1;479.44575;151.73;0;19.30260047
378;1;574.300125;197.62;0;7.721040189
379;1;605.343375;233.06;1;0
380;1;513.93825;221.42;1;0
381;1;358.722;184.47;1;0
382;1;217.30275;155.5;1;0
383;1;141.41925;118.43;1;0
384;1;127.62225;81.25;1;0
385;1;106.92675;57.16;1;0
386;1;87.955875;50.32;1;0
387;1;60.361875;48.73;1;0
388;1;25.869375;48.72;1;0
389;1;20.6955;54.05;1;0
390;1;15.521625;95.84;1;0
391;1;46.564875;155.55;0;10.11347518
392;1;172.4625;169.3;0;0
393;1;362.17125;158.76;0;0
394;1;579.474;147.32;0;0
395;1;629.488125;147.11;0;0
396;1;612.241875;160.33;0;0
397;1;520.83675;166.34;0;0
398;1;448.4025;149.37;0;0
399;1;324.2295;134.57;0;0
400;1;217.30275;130.08;0;10.11347518
401;1;172.4625;151.74;0;6.742316785
402;1;217.30275;197.63;1;0
403;1;289.737;233.08;1;0
404;1;305.258625;221.43;0;6.742316785
405;1;288.012375;184.49;1;0
406;1;277.664625;155.5;1;0
407;1;227.6505;118.43;1;0
408;1;169.01325;81.25;1;0
409;1;65.53575;57.16;1;0
410;1;25.869375;50.32;1;0
411;1;6.8985;48.72;1;0
412;1;10.34775;48.72;1;0
413;1;36.217125;54.03;1;0
414;1;146.593125;95.83;1;0
415;1;315.606375;155.55;0;8.095613343
416;1;412.185375;169.3;0;4.047806672
417;1;396.66375;158.74;0;0
418;1;305.258625;147.32;0;0
419;1;250.070625;147.1;0;0
420;1;232.824375;160.3;0;0
421;1;227.6505;166.34;0;0
422;1;227.6505;149.36;0;0
423;1;206.955;134.55;0;0
424;1;182.81025;130.06;0;0
425;1;162.11475;151.73;0;24.28684003
426;1;236.273625;197.62;1;0
427;1;288.012375;233.06;1;0
428;1;341.47575;221.42;1;0
429;1;281.113875;184.47;1;0
430;1;281.113875;155.5;1;0
431;1;217.30275;118.43;1;0
432;1;169.01325;88.03;1;0
433;1;65.53575;71.83;1;0
434;1;25.869375;54.81;1;0
435;1;6.8985;50.5;1;0
436;1;10.34775;48.69;1;0
437;1;36.217125;49.16;1;0
438;1;146.593125;60.78;1;0
439;1;315.606375;92.41;0;7.356417744
440;1;412.185375;139.12;0;3.678208872
441;1;396.66375;174.39;0;0
442;1;305.258625;184.47;0;0
443;1;250.070625;192.14;0;0
444;1;232.824375;206.24;0;0
445;1;227.6505;211.27;0;0
446;1;227.6505;197.03;0;2.206925323
447;1;206.955;183.28;0;0
448;1;182.81025;179.02;0;0
449;1;162.11475;212.48;0;3.678208872
450;1;236.273625;259.06;0;11.03462662
451;1;288.012375;267.01;0;11.03462662
452;1;341.47575;232.87;0;0
453;1;281.113875;176.08;0;11.03462662
454;1;281.113875;157.3;1;0
455;1;217.30275;138.35;1;0
456;1;169.01325;106.24;1;0
457;1;65.53575;76.84;1;0
458;1;25.869375;58.8;1;0
459;1;6.8985;52.83;1;0
460;1;10.34775;49.26;1;0
461;1;36.217125;48.36;1;0
462;1;146.593125;50.5;1;0
463;1;315.606375;57.92;1;0
464;1;412.185375;95.44;1;0
465;1;396.66375;160.09;1;0
466;1;305.258625;209.18;0;7.850177305
467;1;250.070625;247.24;0;7.850177305
468;1;232.824375;263.71;1;0
469;1;227.6505;231.02;1;0
470;1;227.6505;180.7;1;0
471;1;206.955;151.42;1;0
472;1;182.81025;135.54;0;7.850177305
473;1;162.11475;148.21;0;7.850177305
474;1;236.273625;188.4;1;0
475;1;288.012375;217.83;1;0
476;1;341.47575;211.15;0;5.233451536
477;1;281.113875;176.01;0;5.233451536
478;1;281.113875;152.47;1;0
479;1;217.30275;116.16;1;0
480;1;169.01325;80.66;1;0
481;1;65.53575;57.12;1;0
482;1;25.869375;50.28;1;0
483;1;6.8985;48.69;1;0
484;1;10.34775;48.68;1;0
485;1;36.217125;54.01;1;0
486;1;146.593125;95.76;1;0
487;1;315.606375;155.43;1;0
488;1;412.185375;169.18;1;0
489;1;396.66375;158.65;0;5.165484633
490;1;305.258625;147.21;0;0
491;1;250.070625;147.01;0;5.165484633
492;1;232.824375;160.21;1;0
493;1;227.6505;166.22;1;0
494;1;227.6505;149.25;1;0
495;1;206.955;134.47;1;0
496;1;182.81025;129.98;1;0
497;1;162.11475;151.62;1;0
498;1;236.273625;197.5;1;0
499;1;288.012375;232.9;0;5.165484633
500;1;341.47575;221.27;0;5.165484633
501;1;281.113875;184.34;1;0
502;1;281.113875;155.39;1;0
503;1;217.30275;118.36;1;0
504;1;169.01325;81.18;1;0
505;1;65.53575;57.08;1;0
506;1;25.869375;50.26;1;0
507;1;6.8985;48.65;1;0
508;1;10.34775;48.66;1;0
509;1;36.217125;53.98;1;0
510;1;146.593125;95.73;1;0
511;1;315.606375;155.37;1;0
512;1;412.185375;169.13;1;0
513;1;396.66375;158.57;1;0
514;1;305.258625;147.16;1;0
515;1;250.070625;146.94;1;0
516;1;232.824375;160.13;1;0
517;1;227.6505;166.18;1;0
518;1;227.6505;149.2;1;0
519;1;206.955;134.41;1;0
520;1;182.81025;129.92;1;0
521;1;162.11475;151.56;1;0
522;1;236.273625;197.42;0;2.65070922
523;1;288.012375;232.8;0;4.4178487
524;1;341.47575;221.18;1;0
525;1;281.113875;184.27;1;0
526;1;281.113875;155.33;1;0
527;1;217.30275;118.31;1;0
528;1;169.01325;81.14;1;0
529;1;115.549875;57.06;1;0
530;1;60.361875;50.24;1;0
531;1;34.4925;48.65;1;0
532;1;15.521625;48.64;1;0
533;1;20.6955;53.96;1;0
534;1;36.217125;95.69;1;0
535;1;65.53575;155.29;1;0
536;1;172.4625;169.05;1;0
537;1;358.722;158.49;1;0
538;1;503.5905;147.08;1;0
539;1;507.03975;146.87;1;0
540;1;438.05475;160.05;1;0
541;1;415.634625;166.1;1;0
542;1;448.4025;149.12;1;0
543;1;425.982375;134.35;1;0
544;1;432.880875;129.86;1;0
545;1;479.44575;151.49;1;0
546;1;574.300125;197.31;1;0
547;1;605.343375;232.71;1;0
548;1;513.93825;221.08;1;0
549;1;358.722;184.19;1;0
550;1;217.30275;155.26;1;0
551;1;141.41925;118.26;1;0
552;1;127.62225;81.09;1;0
553;1;106.92675;57.03;1;0
554;1;87.955875;50.21;1;0
555;1;60.361875;48.61;1;0
556;1;25.869375;48.62;1;0
557;1;20.6955;53.93;1;0
558;1;15.521625;95.64;1;0
559;1;46.564875;155.21;1;0
560;1;172.4625;168.95;1;0
561;1;362.17125;158.41;0;7.394799054
562;1;579.474;147;0;3.697399527
563;1;629.488125;146.79;0;3.697399527
564;1;612.241875;159.97;1;0
565;1;520.83675;166;1;0
566;1;448.4025;149.04;1;0
567;1;324.2295;134.27;1;0
568;1;217.30275;129.79;1;0
569;1;172.4625;151.4;0;3.697399527
570;1;217.30275;197.21;1;0
571;1;289.737;232.57;1;0
572;1;305.258625;220.96;1;0
573;1;288.012375;184.08;1;0
574;1;277.664625;155.18;1;0
575;1;227.6505;118.19;1;0
576;1;169.01325;81.04;1;0
577;1;65.53575;56.99;1;0
578;1;25.869375;50.18;1;0
579;1;6.8985;48.57;1;0
580;1;10.34775;48.58;1;0
581;1;36.217125;53.89;1;0
582;1;146.593125;95.58;1;0
583;1;315.606375;155.11;1;0
584;1;412.185375;168.85;1;0
585;1;396.66375;158.32;0;21.20567376
586;1;305.258625;146.92;1;0
587;1;250.070625;146.7;1;0
588;1;232.824375;159.87;1;0
589;1;227.6505;165.9;1;0
590;1;227.6505;148.96;1;0
591;1;206.955;134.19;1;0
592;1;182.81025;129.71;1;0
593;1;162.11475;151.32;1;0
594;1;236.273625;197.09;1;0
595;1;288.012375;232.43;0;14.13711584
596;1;341.47575;220.81;0;0
597;1;281.113875;183.97;0;10.60283688
598;1;281.113875;155.08;0;3.53427896
599;1;217.30275;118.11;1;0
600;1;169.01325;87.76;1;0
601;1;65.53575;71.6;1;0
602;1;25.869375;54.63;1;0
603;1;6.8985;50.34;1;0
604;1;10.34775;48.54;1;0
605;1;36.217125;49.01;1;0
606;1;146.593125;60.59;1;0
607;1;315.606375;92.1;1;0
608;1;412.185375;138.66;1;0
609;1;396.66375;173.82;1;0
610;1;305.258625;183.86;1;0
611;1;250.070625;191.53;1;0
612;1;232.824375;205.56;1;0
613;1;227.6505;210.58;1;0
614;1;227.6505;196.39;0;4.757683215
615;1;206.955;182.69;0;9.51536643
616;1;182.81025;178.44;1;0
617;1;162.11475;211.79;0;7.136524822
618;1;236.273625;258.23;0;4.757683215
619;1;288.012375;266.14;0;7.136524822
620;1;341.47575;232.11;0;21.40957447
621;1;281.113875;175.51;0;0
622;1;281.113875;156.79;0;21.40957447
623;1;217.30275;137.91;1;0
624;1;169.01325;105.85;1;0
625;1;65.53575;76.54;1;0
626;1;25.869375;58.58;1;0
627;1;6.8985;52.62;1;0
628;1;10.34775;49.08;1;0
629;1;36.217125;48.18;1;0
630;1;146.593125;50.31;1;0
631;1;315.606375;57.69;1;0
632;1;412.185375;95.07;1;0
633;1;396.66375;159.48;1;0
634;1;305.258625;208.38;1;0
635;1;250.070625;246.3;1;0
636;1;232.824375;262.72;1;0
637;1;227.6505;230.13;1;0
638;1;227.6505;180.01;1;0
639;1;206.955;150.84;1;0
640;1;182.81025;135.03;0;9.624113475
641;1;162.11475;147.64;0;9.624113475
642;1;236.273625;187.68;1;0
643;1;288.012375;217.01;1;0
644;1;341.47575;210.35;0;6.41607565
645;1;281.113875;175.34;0;6.41607565
646;1;281.113875;151.89;1;0
647;1;217.30275;115.71;1;0
648;1;169.01325;80.31;1;0
649;1;65.53575;56.86;1;0
650;1;25.869375;50.06;1;0
651;1;6.8985;48.48;1;0
652;1;10.34775;48.48;1;0
653;1;36.217125;53.77;1;0
654;1;146.593125;95.36;1;0
655;1;315.606375;154.76;1;0
656;1;412.185375;168.46;1;0
657;1;396.66375;157.94;1;0
658;1;305.258625;146.57;1;0
659;1;250.070625;146.36;1;0
660;1;232.824375;159.49;1;0
661;1;227.6505;165.51;1;0
662;1;227.6505;148.61;1;0
663;1;206.955;133.88;1;0
664;1;182.81025;129.41;1;0
665;1;162.11475;150.96;1;0
666;1;236.273625;196.62;1;0
667;1;288.012375;231.88;0;3.806146572
668;1;341.47575;220.3;0;3.806146572
669;1;281.113875;183.54;1;0
670;1;281.113875;154.72;1;0
671;1;217.30275;117.84;1;0
672;1;169.01325;80.79;1;0
673;1;65.53575;56.81;1;0
674;1;25.869375;50.01;1;0
675;1;6.8985;48.41;1;0
676;1;10.34775;48.42;1;0
677;1;36.217125;53.72;1;0
678;1;146.593125;95.27;1;0
679;1;315.606375;154.61;1;0
680;1;412.185375;168.3;1;0
681;1;396.66375;157.79;0;0.131548845
682;1;305.258625;146.44;0;0
683;1;250.070625;146.23;0;0
684;1;232.824375;159.35;0;0.315717227
685;1;227.6505;165.36;0;0.394646534
686;1;227.6505;148.47;1;0
687;1;206.955;133.76;0;0.131548845
688;1;182.81025;129.3;0;0.131548845
689;1;162.11475;150.82;0;0.263097689
690;1;236.273625;196.44;1;0
691;1;288.012375;231.67;1;0
692;1;341.47575;220.11;0;0.131548845
693;1;281.113875;183.36;0;0.131548845
694;1;281.113875;154.57;1;0
695;1;217.30275;117.73;1;0
696;1;169.01325;80.71;1;0
697;1;115.549875;56.75;1;0
698;1;60.361875;49.96;1;0
699;1;34.4925;48.37;1;0
700;1;15.521625;48.37;1;0
701;1;20.6955;53.66;1;0
702;1;36.217125;95.17;1;0
703;1;65.53575;154.45;1;0
704;1;172.4625;168.13;1;0
705;1;358.722;157.64;1;0
706;1;503.5905;146.28;0;0.271867612
707;1;507.03975;146.07;0;0
708;1;438.05475;159.19;0;0
709;1;415.634625;165.19;0;0.271867612
710;1;448.4025;148.31;1;0
711;1;425.982375;133.62;0;0.271867612
712;1;432.880875;129.15;0;0
713;1;479.44575;150.66;0;0
714;1;574.300125;196.26;0;0
715;1;605.343375;231.44;0;0
716;1;513.93825;219.87;0;0.271867612
717;1;358.722;183.18;1;0
718;1;217.30275;154.42;1;0
719;1;141.41925;117.61;1;0
720;1;127.62225;80.63;1;0
721;1;106.92675;56.69;1;0
722;1;87.955875;49.91;1;0
723;1;60.361875;48.33;1;0
724;1;25.869375;48.32;1;0
725;1;20.6955;53.6;1;0
726;1;15.521625;95.07;1;0
727;1;46.564875;154.29;1;0
728;1;172.4625;167.95;1;0
729;1;362.17125;157.48;1;0
730;1;579.474;146.15;0;2.563323201
731;1;629.488125;145.93;0;0
732;1;612.241875;159.03;0;15.37993921
733;1;520.83675;165.01;0;20.50658561
734;1;448.4025;148.15;1;0
735;1;324.2295;133.48;0;2.563323201
736;1;217.30275;129.03;0;0
737;1;172.4625;150.5;0;0
738;1;217.30275;196.03;0;2.563323201
739;1;289.737;231.19;0;2.563323201
740;1;305.258625;219.65;0;2.563323201
741;1;288.012375;182.99;0;0
742;1;277.664625;154.25;0;5.126646403
743;1;227.6505;117.49;1;0
744;1;169.01325;80.52;1;0
745;1;65.53575;56.62;1;0
746;1;25.869375;49.86;1;0
747;1;6.8985;48.28;1;0
748;1;10.34775;48.28;1;0
749;1;36.217125;53.55;1;0
750;1;146.593125;94.96;1;0
751;1;315.606375;154.12;1;0
752;1;412.185375;167.75;1;0
753;1;396.66375;157.29;1;0
754;1;305.258625;145.97;1;0
755;1;250.070625;145.76;0;0.049430475
756;1;232.824375;158.83;0;0
757;1;227.6505;164.82;0;0.049430475
758;1;227.6505;147.99;1;0
759;1;206.955;133.33;1;0
760;1;182.81025;128.87;1;0
761;1;162.11475;150.34;1;0
762;1;236.273625;195.82;1;0
763;1;288.012375;230.94;1;0
764;1;341.47575;219.39;1;0
765;1;281.113875;182.79;0;0.0659073
766;1;281.113875;154.07;0;0.181245075
767;1;217.30275;117.36;0;0.1977219
768;1;169.01325;87.17;0;0
769;1;65.53575;71.11;0;29.56308554
770;1;25.869375;54.26;0;29.56308554
771;1;6.8985;49.99;0;29.56308554
772;1;10.34775;48.18;0;29.56308554
773;1;36.217125;48.65;0;29.56308554
774;1;146.593125;60.16;0;7.390771386
775;1;315.606375;91.47;1;0
776;1;412.185375;137.7;1;0
777;1;396.66375;172.61;1;0
778;1;305.258625;182.59;1;0
779;1;250.070625;190.19;1;0
780;1;232.824375;204.14;1;0
781;1;227.6505;209.12;1;0
