ID_Behavior;id_people_at_home_profile;target_temperature_at_home_max;target_temperature_at_home_min;target_temperature_not_at_home_max;target_temperature_not_at_home_min;shading_solar_reduction_rate;shading_threshold_temperature;temperature_unit;id_hot_water_demand_profile;hot_water_demand_annual;hot_water_demand_unit;id_appliance_electricity_demand_profile;appliance_electricity_demand_annual;appliance_electricity_demand_unit;id_vehicle_at_home_profile;id_vehicle_distance_profile
1;1;27;20;27;20;0.5;30;°C;1;500000;Wh/person;1;1000000;Wh/person;1;1
