199411,199421,199451,199461,199462,199491,199511,199521,199562
0,37.50326797,0,0,0,0,0,0,0
0,75,0,0,0,0,0,0,0
0,37.50326797,2.5,0,0,0,0,0,0
0,0,2.5,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0
0,16.66666667,0,5,5,0,0,0,0
0,66.66666667,0,5,5,0,2,0,0
0,66.66666667,0,0,0,0,0,9.777777778,0
0,0,0,0,0,0,0,34.7254902,0
0,0,0,0,0,0,6,40.07843137,0
0,0,0,0,0,0,6,4.418300654,0
0,0,0,0,0,0,0,65,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,90.35294118,0
0,0,0,0,0,0,0,88.64705882,0
0,0,0,0,0,0,0,0,0
0,0,0,9.334975369,0,0,0,0,0
9.872340426,7,0,4.665024631,0,0,0,0,0
59.2287234,0,0,0,0,1,0,0,0
7.89893617,0,0,0,0,0,0,0,0
60.5,0,0,0,0,0,0,0,0
16.5,0,0,0,0,6,0,0,0
0,7,0,0,0,7,0,0,0
0,7,0,0,0,0,5,8,7.960784314
0,0,0,0,0,1,0,0,5.37254902
0,0,0,0,0,2,0,0,2.666666667
0,0,0,12,0,3,0,0,0
4,9,0,7,7,0,0,0,0
19,2,0,2,2,0,5,8,0
19,0,0,0,0,1,0,8,0
0,14,0,0,0,1,38.5,0,0
0,0,0,0,0,0,38.5,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,57.75,8,0
0,0,0,0,0,0,19.25,0,0
0,0,0,0,0,0,0,2,6
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,6
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,0,0,0
5.5,7,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
5.5,0,0,0,0,1,0,0,0
60.5,0,0,0,0,0,0,0,0
16.5,0,0,0,0,0,0,0,0
0,7,0,0,0,1,0,0,0
0,7,0,0,0,0,5,1,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
4,0,0,18,0,0,0,0,0
0,10,0,4,0,0,0,0,0
0,18,0,0,0,0,5,1,0
4,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9.37254902,0
0,0,0,0,0,0,0,5.62745098,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,0,0,0
0,7,0,0,0,0,0,0,0
18,0,0,0,10,0,0,0,0
0,0,0,0,3.333333333,1,0,0,0
0,0,0,0,4.666666667,0,0,0,0
0,0,0,0,0,27.25,0,0,0
5,0,0,0,0,24.75,0,0,0
0,0,0,0,0,0,5,0,0
0,0,0,0,0,1,0,9,0
0,0,0,7.201970443,0,0,0,0,0
1,0,0,4.798029557,6,0,0,0,7
0,19,0,0,0,1,0,0,0
1,0,0,0,0,1,5,0,8
0,0,0,6,0,1,0,0,0
1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,5,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,20,0
0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,20,0,0
0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,9.334975369,0,0,0,0,0
5,7,0,4.665024631,0,0,0,0,0
0,0,0,0,18,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0
5,7,0,0,0,1,0,0,0
18,7,0,0,0,0,5,36.14379085,0
0,0,0,0,0,0,0,10.85620915,15
0,0,0,0,0,0,0,0,9
4,0,0,20,0,0,0,0,1
4,7,0,0,0,0,0,38,5
0,0,0,0,20,0,5,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,18,16,0,0,0
0,0,0,0,6,23.91489362,57.75,1,0
0,0,0,0,0,26.08510638,19.25,0,0
0,0,0,0,0,0,0,0,6
0,0,0,0,0,14,0,1,1
0,0,0,0,0,14,0,0,0
0,0,0,0,0,14,77,0,7
0,0,0,0,0,14,0,0,0
0,0,0,0,0,14,0,0,0
0,0,0,0,0,16,0,0,0
0,0,0,9.334975369,0,0,0,0,0
18,7,0,4.665024631,0,0,0,0,0
0,0,0,0,0,0,0,0,0
